Timestep ;Biomass (MW);Energy storage (MW);Fossil Brown coal/Lignite (MW);Fossil Coal-derived gas (MW);Fossil Gas (MW);Fossil Hard coal (MW);Fossil Oil (MW);Fossil Oil shale (MW);Fossil Peat (MW);Geothermal (MW);Hydro Pumped Storage (MW);Hydro Run-of-river and pondage (MW);Hydro Water Reservoir (MW);Marine (MW);Nuclear (MW);Other (MW);Other renewable (MW);Solar (MW);Waste (MW);Wind Offshore (MW);Wind Onshore (MW)
01/01/2024 00:00:00 - 01/01/2024 01:00:00;343.00;n/e;n/e;n/e;1810.00;15.00;162.00;n/e;n/e;n/e;;4822.00;1481.00;n/e;40387.00;n/e;n/e;225.00;87.00;578.00;14399.00
01/01/2024 01:00:00 - 01/01/2024 02:00:00;343.00;n/e;n/e;n/e;1840.00;16.00;191.00;n/e;n/e;n/e;;4767.00;1282.00;n/e;37528.00;n/e;n/e;0.00;83.00;577.00;14157.00
01/01/2024 02:00:00 - 01/01/2024 03:00:00;343.00;n/e;n/e;n/e;1787.00;16.00;190.00;n/e;n/e;n/e;;4918.00;1005.00;n/e;37320.00;n/e;n/e;0.00;87.00;578.00;13789.00
01/01/2024 03:00:00 - 01/01/2024 04:00:00;343.00;n/e;n/e;n/e;1778.00;15.00;190.00;n/e;n/e;n/e;;4876.00;936.00;n/e;36954.00;n/e;n/e;0.00;87.00;577.00;12816.00
01/01/2024 04:00:00 - 01/01/2024 05:00:00;343.00;n/e;n/e;n/e;1765.00;15.00;191.00;n/e;n/e;n/e;;4863.00;798.00;n/e;36906.00;n/e;n/e;0.00;88.00;576.00;8031.00
01/01/2024 05:00:00 - 01/01/2024 06:00:00;343.00;n/e;n/e;n/e;1779.00;15.00;191.00;n/e;n/e;n/e;;4869.00;731.00;n/e;36344.00;n/e;n/e;0.00;93.00;570.00;7678.00
01/01/2024 06:00:00 - 01/01/2024 07:00:00;342.00;n/e;n/e;n/e;1766.00;15.00;190.00;n/e;n/e;n/e;;4797.00;734.00;n/e;36148.00;n/e;n/e;0.00;91.00;567.00;7520.00
01/01/2024 07:00:00 - 01/01/2024 08:00:00;343.00;n/e;n/e;n/e;1769.00;15.00;190.00;n/e;n/e;n/e;;4655.00;760.00;n/e;36740.00;n/e;n/e;0.00;93.00;556.00;7142.00
01/01/2024 08:00:00 - 01/01/2024 09:00:00;343.00;n/e;n/e;n/e;1881.00;15.00;190.00;n/e;n/e;n/e;;4682.00;1058.00;n/e;36510.00;n/e;n/e;246.00;93.00;565.00;6942.00
01/01/2024 09:00:00 - 01/01/2024 10:00:00;344.00;n/e;n/e;n/e;1877.00;16.00;190.00;n/e;n/e;n/e;;4811.00;750.00;n/e;35080.00;n/e;n/e;318.00;94.00;542.00;10361.00
01/01/2024 10:00:00 - 01/01/2024 11:00:00;343.00;n/e;n/e;n/e;1894.00;16.00;190.00;n/e;n/e;n/e;;4859.00;766.00;n/e;35665.00;n/e;n/e;933.00;94.00;410.00;10525.00
01/01/2024 11:00:00 - 01/01/2024 12:00:00;343.00;n/e;n/e;n/e;1896.00;16.00;190.00;n/e;n/e;n/e;;4828.00;848.00;n/e;36702.00;n/e;n/e;2454.00;96.00;465.00;9949.00
01/01/2024 12:00:00 - 01/01/2024 13:00:00;343.00;n/e;n/e;n/e;1894.00;16.00;191.00;n/e;n/e;n/e;;4812.00;854.00;n/e;36729.00;n/e;n/e;4021.00;95.00;545.00;9505.00
01/01/2024 13:00:00 - 01/01/2024 14:00:00;343.00;n/e;n/e;n/e;1914.00;16.00;191.00;n/e;n/e;n/e;;4755.00;850.00;n/e;37065.00;n/e;n/e;4883.00;93.00;558.00;9492.00
01/01/2024 14:00:00 - 01/01/2024 15:00:00;342.00;n/e;n/e;n/e;1898.00;16.00;191.00;n/e;n/e;n/e;;4882.00;930.00;n/e;36874.00;n/e;n/e;4926.00;93.00;550.00;9209.00
01/01/2024 15:00:00 - 01/01/2024 16:00:00;342.00;n/e;n/e;n/e;1867.00;16.00;191.00;n/e;n/e;n/e;;5009.00;1169.00;n/e;37189.00;n/e;n/e;4188.00;92.00;551.00;8667.00
01/01/2024 16:00:00 - 01/01/2024 17:00:00;343.00;n/e;n/e;n/e;1870.00;16.00;191.00;n/e;n/e;n/e;36.00;5224.00;1731.00;n/e;38429.00;n/e;n/e;2703.00;93.00;571.00;8035.00
01/01/2024 17:00:00 - 01/01/2024 18:00:00;343.00;n/e;n/e;n/e;1870.00;16.00;191.00;n/e;n/e;n/e;1176.00;5346.00;2611.00;n/e;41068.00;n/e;n/e;971.00;95.00;574.00;8125.00
01/01/2024 18:00:00 - 01/01/2024 19:00:00;343.00;n/e;n/e;n/e;1884.00;16.00;190.00;n/e;n/e;n/e;2073.00;5458.00;2559.00;n/e;43655.00;n/e;n/e;257.00;96.00;569.00;9316.00
01/01/2024 19:00:00 - 01/01/2024 20:00:00;343.00;n/e;n/e;n/e;1888.00;15.00;191.00;n/e;n/e;n/e;2597.00;5719.00;2581.00;n/e;44280.00;n/e;n/e;0.00;96.00;570.00;11235.00
01/01/2024 20:00:00 - 01/01/2024 21:00:00;342.00;n/e;n/e;n/e;1884.00;16.00;191.00;n/e;n/e;n/e;2710.00;5724.00;2314.00;n/e;44019.00;n/e;n/e;0.00;94.00;568.00;12970.00
01/01/2024 21:00:00 - 01/01/2024 22:00:00;342.00;n/e;n/e;n/e;1910.00;16.00;190.00;n/e;n/e;n/e;2222.00;5452.00;2008.00;n/e;43293.00;n/e;n/e;0.00;98.00;568.00;14329.00
01/01/2024 22:00:00 - 01/01/2024 23:00:00;342.00;n/e;n/e;n/e;1900.00;16.00;190.00;n/e;n/e;n/e;811.00;5243.00;1627.00;n/e;42694.00;n/e;n/e;0.00;97.00;566.00;15231.00
01/01/2024 23:00:00 - 02/01/2024 00:00:00;343.00;n/e;n/e;n/e;1885.00;15.00;190.00;n/e;n/e;n/e;892.00;5217.00;1692.00;n/e;42717.00;n/e;n/e;0.00;93.00;565.00;15469.00
02/01/2024 00:00:00 - 02/01/2024 01:00:00;341.00;n/e;n/e;n/e;1916.00;15.00;190.00;n/e;n/e;n/e;;5169.00;1550.00;n/e;41802.00;n/e;n/e;0.00;89.00;568.00;15712.00
02/01/2024 01:00:00 - 02/01/2024 02:00:00;342.00;n/e;n/e;n/e;1999.00;15.00;190.00;n/e;n/e;n/e;;4990.00;1671.00;n/e;41061.00;n/e;n/e;0.00;92.00;568.00;15931.00
02/01/2024 02:00:00 - 02/01/2024 03:00:00;343.00;n/e;n/e;n/e;1964.00;15.00;191.00;n/e;n/e;n/e;;5008.00;1723.00;n/e;41321.00;n/e;n/e;0.00;91.00;568.00;16148.00
02/01/2024 03:00:00 - 02/01/2024 04:00:00;343.00;n/e;n/e;n/e;1977.00;15.00;190.00;n/e;n/e;n/e;;4923.00;988.00;n/e;39933.00;n/e;n/e;0.00;94.00;568.00;16062.00
02/01/2024 04:00:00 - 02/01/2024 05:00:00;342.00;n/e;n/e;n/e;1986.00;16.00;190.00;n/e;n/e;n/e;;4874.00;1032.00;n/e;37751.00;n/e;n/e;0.00;96.00;565.00;15999.00
02/01/2024 05:00:00 - 02/01/2024 06:00:00;343.00;n/e;n/e;n/e;1995.00;16.00;191.00;n/e;n/e;n/e;;4820.00;938.00;n/e;37508.00;n/e;n/e;0.00;96.00;568.00;15937.00
02/01/2024 06:00:00 - 02/01/2024 07:00:00;343.00;n/e;n/e;n/e;2004.00;16.00;191.00;n/e;n/e;n/e;;4791.00;1114.00;n/e;38121.00;n/e;n/e;0.00;96.00;568.00;15869.00
02/01/2024 07:00:00 - 02/01/2024 08:00:00;342.00;n/e;n/e;n/e;2012.00;15.00;191.00;n/e;n/e;n/e;;4940.00;1576.00;n/e;42400.00;n/e;n/e;0.00;93.00;568.00;15714.00
02/01/2024 08:00:00 - 02/01/2024 09:00:00;342.00;n/e;n/e;n/e;2025.00;15.00;191.00;n/e;n/e;n/e;;5289.00;2027.00;n/e;44249.00;n/e;n/e;232.00;93.00;564.00;15713.00
02/01/2024 09:00:00 - 02/01/2024 10:00:00;341.00;n/e;n/e;n/e;2020.00;15.00;190.00;n/e;n/e;n/e;924.00;5748.00;2333.00;n/e;44449.00;n/e;n/e;281.00;92.00;568.00;15712.00
02/01/2024 10:00:00 - 02/01/2024 11:00:00;342.00;n/e;n/e;n/e;2039.00;16.00;191.00;n/e;n/e;n/e;1840.00;5916.00;2356.00;n/e;44788.00;n/e;n/e;611.00;91.00;568.00;15932.00
02/01/2024 11:00:00 - 02/01/2024 12:00:00;342.00;n/e;n/e;n/e;2010.00;15.00;191.00;n/e;n/e;n/e;1826.00;5855.00;2294.00;n/e;45383.00;n/e;n/e;1346.00;89.00;568.00;16293.00
02/01/2024 12:00:00 - 02/01/2024 13:00:00;342.00;n/e;n/e;n/e;2000.00;16.00;191.00;n/e;n/e;n/e;2262.00;5877.00;2260.00;n/e;45568.00;n/e;n/e;1971.00;91.00;568.00;16462.00
02/01/2024 13:00:00 - 02/01/2024 14:00:00;343.00;n/e;n/e;n/e;2022.00;16.00;191.00;n/e;n/e;n/e;2258.00;5760.00;2226.00;n/e;45557.00;n/e;n/e;2175.00;91.00;560.00;16553.00
02/01/2024 14:00:00 - 02/01/2024 15:00:00;342.00;n/e;n/e;n/e;1993.00;16.00;191.00;n/e;n/e;n/e;1989.00;5704.00;2677.00;n/e;45621.00;n/e;n/e;2242.00;90.00;562.00;16784.00
02/01/2024 15:00:00 - 02/01/2024 16:00:00;342.00;n/e;n/e;n/e;1983.00;16.00;191.00;n/e;n/e;n/e;1408.00;5690.00;2615.00;n/e;45624.00;n/e;n/e;1832.00;89.00;563.00;16765.00
02/01/2024 16:00:00 - 02/01/2024 17:00:00;342.00;n/e;n/e;n/e;1970.00;16.00;191.00;n/e;n/e;n/e;730.00;5690.00;2605.00;n/e;45663.00;n/e;n/e;1063.00;90.00;561.00;16673.00
02/01/2024 17:00:00 - 02/01/2024 18:00:00;343.00;n/e;n/e;n/e;2013.00;16.00;191.00;n/e;n/e;n/e;;5874.00;2143.00;n/e;46161.00;n/e;n/e;484.00;93.00;564.00;16576.00
02/01/2024 18:00:00 - 02/01/2024 19:00:00;342.00;n/e;n/e;n/e;2020.00;16.00;190.00;n/e;n/e;n/e;427.00;5994.00;2283.00;n/e;46137.00;n/e;n/e;236.00;93.00;567.00;16276.00
02/01/2024 19:00:00 - 02/01/2024 20:00:00;342.00;n/e;n/e;n/e;2019.00;16.00;188.00;n/e;n/e;n/e;2106.00;6234.00;2722.00;n/e;46189.00;n/e;n/e;0.00;92.00;568.00;16187.00
02/01/2024 20:00:00 - 02/01/2024 21:00:00;342.00;n/e;n/e;n/e;2034.00;15.00;188.00;n/e;n/e;n/e;3270.00;6277.00;2778.00;n/e;46399.00;n/e;n/e;0.00;93.00;568.00;15963.00
02/01/2024 21:00:00 - 02/01/2024 22:00:00;343.00;n/e;n/e;n/e;2023.00;15.00;188.00;n/e;n/e;n/e;1458.00;6181.00;2574.00;n/e;46327.00;n/e;n/e;0.00;92.00;568.00;16114.00
02/01/2024 22:00:00 - 02/01/2024 23:00:00;342.00;n/e;n/e;n/e;2032.00;15.00;190.00;n/e;n/e;n/e;;5567.00;1746.00;n/e;45327.00;n/e;n/e;0.00;94.00;568.00;16290.00
02/01/2024 23:00:00 - 03/01/2024 00:00:00;342.00;n/e;n/e;n/e;2027.00;15.00;189.00;n/e;n/e;n/e;;5413.00;1780.00;n/e;44678.00;n/e;n/e;0.00;96.00;567.00;16064.00
03/01/2024 00:00:00 - 03/01/2024 01:00:00;342.00;n/e;n/e;n/e;2016.00;15.00;190.00;n/e;n/e;n/e;;5321.00;1598.00;n/e;43408.00;n/e;n/e;0.00;96.00;568.00;16124.00
03/01/2024 01:00:00 - 03/01/2024 02:00:00;342.00;n/e;n/e;n/e;2025.00;15.00;190.00;n/e;n/e;n/e;;5270.00;1349.00;n/e;43383.00;n/e;n/e;0.00;97.00;568.00;16055.00
03/01/2024 02:00:00 - 03/01/2024 03:00:00;342.00;n/e;n/e;n/e;2023.00;15.00;190.00;n/e;n/e;n/e;;5118.00;1249.00;n/e;42570.00;n/e;n/e;0.00;97.00;567.00;14970.00
03/01/2024 03:00:00 - 03/01/2024 04:00:00;341.00;n/e;n/e;n/e;2028.00;15.00;189.00;n/e;n/e;n/e;;5040.00;1940.00;n/e;41998.00;n/e;n/e;0.00;98.00;568.00;9681.00
03/01/2024 04:00:00 - 03/01/2024 05:00:00;342.00;n/e;n/e;n/e;2037.00;15.00;190.00;n/e;n/e;n/e;;5086.00;1215.00;n/e;41797.00;n/e;n/e;0.00;98.00;568.00;9585.00
03/01/2024 05:00:00 - 03/01/2024 06:00:00;342.00;n/e;n/e;n/e;2057.00;15.00;190.00;n/e;n/e;n/e;;5120.00;1008.00;n/e;41358.00;n/e;n/e;0.00;98.00;568.00;9515.00
03/01/2024 06:00:00 - 03/01/2024 07:00:00;342.00;n/e;n/e;n/e;2062.00;16.00;190.00;n/e;n/e;n/e;;5194.00;1118.00;n/e;41745.00;n/e;n/e;0.00;98.00;568.00;14618.00
03/01/2024 07:00:00 - 03/01/2024 08:00:00;341.00;n/e;n/e;n/e;2052.00;16.00;190.00;n/e;n/e;n/e;;5222.00;1397.00;n/e;43626.00;n/e;n/e;0.00;96.00;568.00;15676.00
03/01/2024 08:00:00 - 03/01/2024 09:00:00;333.00;n/e;n/e;n/e;2066.00;16.00;191.00;n/e;n/e;n/e;;5398.00;1954.00;n/e;45816.00;n/e;n/e;240.00;94.00;566.00;15852.00
03/01/2024 09:00:00 - 03/01/2024 10:00:00;331.00;n/e;n/e;n/e;2073.00;16.00;191.00;n/e;n/e;n/e;;5781.00;2469.00;n/e;46750.00;n/e;n/e;317.00;93.00;564.00;15974.00
03/01/2024 10:00:00 - 03/01/2024 11:00:00;331.00;n/e;n/e;n/e;2084.00;16.00;190.00;n/e;n/e;n/e;;5834.00;2363.00;n/e;46709.00;n/e;n/e;871.00;92.00;548.00;15710.00
03/01/2024 11:00:00 - 03/01/2024 12:00:00;331.00;n/e;n/e;n/e;2093.00;16.00;191.00;n/e;n/e;n/e;;5634.00;2416.00;n/e;46665.00;n/e;n/e;1994.00;90.00;564.00;15615.00
03/01/2024 12:00:00 - 03/01/2024 13:00:00;331.00;n/e;n/e;n/e;2090.00;16.00;191.00;n/e;n/e;n/e;;5600.00;2353.00;n/e;46746.00;n/e;n/e;2900.00;93.00;564.00;15795.00
03/01/2024 13:00:00 - 03/01/2024 14:00:00;315.00;n/e;n/e;n/e;2110.00;16.00;191.00;n/e;n/e;n/e;;5668.00;2097.00;n/e;46599.00;n/e;n/e;3510.00;89.00;565.00;16152.00
03/01/2024 14:00:00 - 03/01/2024 15:00:00;323.00;n/e;n/e;n/e;2116.00;16.00;191.00;n/e;n/e;n/e;;5596.00;1977.00;n/e;46475.00;n/e;n/e;3519.00;90.00;567.00;16208.00
03/01/2024 15:00:00 - 03/01/2024 16:00:00;325.00;n/e;n/e;n/e;2016.00;16.00;191.00;n/e;n/e;n/e;99.00;5624.00;2602.00;n/e;46745.00;n/e;n/e;2984.00;90.00;565.00;16179.00
03/01/2024 16:00:00 - 03/01/2024 17:00:00;324.00;n/e;n/e;n/e;2046.00;16.00;191.00;n/e;n/e;n/e;673.00;5910.00;2646.00;n/e;46836.00;n/e;n/e;1727.00;90.00;560.00;16269.00
03/01/2024 17:00:00 - 03/01/2024 18:00:00;325.00;n/e;n/e;n/e;2045.00;16.00;191.00;n/e;n/e;n/e;603.00;6049.00;2650.00;n/e;46695.00;n/e;n/e;647.00;91.00;560.00;16697.00
03/01/2024 18:00:00 - 03/01/2024 19:00:00;323.00;n/e;n/e;n/e;2063.00;16.00;191.00;n/e;n/e;n/e;953.00;6440.00;2908.00;n/e;46828.00;n/e;n/e;247.00;92.00;558.00;16713.00
03/01/2024 19:00:00 - 03/01/2024 20:00:00;320.00;n/e;n/e;n/e;2058.00;16.00;191.00;n/e;n/e;n/e;2068.00;6618.00;3366.00;n/e;46955.00;n/e;n/e;0.00;91.00;560.00;16596.00
03/01/2024 20:00:00 - 03/01/2024 21:00:00;324.00;n/e;n/e;n/e;2058.00;16.00;190.00;n/e;n/e;n/e;2716.00;6574.00;3211.00;n/e;46947.00;n/e;n/e;0.00;89.00;560.00;16444.00
03/01/2024 21:00:00 - 03/01/2024 22:00:00;323.00;n/e;n/e;n/e;2056.00;16.00;190.00;n/e;n/e;n/e;1945.00;6433.00;3010.00;n/e;46973.00;n/e;n/e;0.00;90.00;560.00;16295.00
03/01/2024 22:00:00 - 03/01/2024 23:00:00;324.00;n/e;n/e;n/e;2061.00;16.00;190.00;n/e;n/e;n/e;933.00;6179.00;2345.00;n/e;46659.00;n/e;n/e;0.00;90.00;560.00;16073.00
03/01/2024 23:00:00 - 04/01/2024 00:00:00;324.00;n/e;n/e;n/e;2062.00;15.00;190.00;n/e;n/e;n/e;624.00;5988.00;2468.00;n/e;46237.00;n/e;n/e;0.00;91.00;560.00;15563.00
04/01/2024 00:00:00 - 04/01/2024 01:00:00;323.00;n/e;n/e;n/e;2076.00;15.00;190.00;n/e;n/e;n/e;;5809.00;2280.00;n/e;46103.00;n/e;n/e;0.00;93.00;559.00;14967.00
04/01/2024 01:00:00 - 04/01/2024 02:00:00;326.00;n/e;n/e;n/e;2104.00;15.00;190.00;n/e;n/e;n/e;;5649.00;1683.00;n/e;45553.00;n/e;n/e;0.00;95.00;555.00;14589.00
04/01/2024 02:00:00 - 04/01/2024 03:00:00;322.00;n/e;n/e;n/e;2096.00;15.00;191.00;n/e;n/e;n/e;;5606.00;1358.00;n/e;45503.00;n/e;n/e;0.00;95.00;539.00;13833.00
04/01/2024 03:00:00 - 04/01/2024 04:00:00;322.00;n/e;n/e;n/e;2104.00;15.00;190.00;n/e;n/e;n/e;;5465.00;1603.00;n/e;44481.00;n/e;n/e;0.00;95.00;549.00;13421.00
04/01/2024 04:00:00 - 04/01/2024 05:00:00;321.00;n/e;n/e;n/e;2117.00;16.00;191.00;n/e;n/e;n/e;;5311.00;1196.00;n/e;43877.00;n/e;n/e;0.00;95.00;530.00;12959.00
04/01/2024 05:00:00 - 04/01/2024 06:00:00;320.00;n/e;n/e;n/e;2124.00;16.00;191.00;n/e;n/e;n/e;;5378.00;1220.00;n/e;44310.00;n/e;n/e;0.00;95.00;507.00;12289.00
04/01/2024 06:00:00 - 04/01/2024 07:00:00;326.00;n/e;n/e;n/e;2209.00;16.00;191.00;n/e;n/e;n/e;;5597.00;1861.00;n/e;45320.00;n/e;n/e;0.00;94.00;505.00;11522.00
04/01/2024 07:00:00 - 04/01/2024 08:00:00;331.00;n/e;n/e;n/e;2502.00;16.00;191.00;n/e;n/e;n/e;;5844.00;2587.00;n/e;46180.00;n/e;n/e;0.00;91.00;438.00;10522.00
04/01/2024 08:00:00 - 04/01/2024 09:00:00;331.00;n/e;n/e;n/e;3158.00;16.00;190.00;n/e;n/e;n/e;1345.00;6120.00;3173.00;n/e;46334.00;n/e;n/e;244.00;89.00;424.00;9878.00
04/01/2024 09:00:00 - 04/01/2024 10:00:00;332.00;n/e;n/e;n/e;3593.00;16.00;190.00;n/e;n/e;n/e;1974.00;6105.00;3555.00;n/e;46373.00;n/e;n/e;369.00;88.00;484.00;9259.00
04/01/2024 10:00:00 - 04/01/2024 11:00:00;332.00;n/e;n/e;n/e;4095.00;15.00;187.00;n/e;n/e;n/e;2319.00;6268.00;3631.00;n/e;46415.00;n/e;n/e;1437.00;90.00;455.00;8610.00
04/01/2024 11:00:00 - 04/01/2024 12:00:00;331.00;n/e;n/e;n/e;4355.00;15.00;187.00;n/e;n/e;n/e;1535.00;6320.00;3416.00;n/e;46467.00;n/e;n/e;3397.00;83.00;432.00;7969.00
04/01/2024 12:00:00 - 04/01/2024 13:00:00;331.00;n/e;n/e;n/e;4565.00;15.00;187.00;n/e;n/e;n/e;872.00;6327.00;3206.00;n/e;46492.00;n/e;n/e;5129.00;68.00;466.00;7710.00
04/01/2024 13:00:00 - 04/01/2024 14:00:00;331.00;n/e;n/e;n/e;4757.00;15.00;187.00;n/e;n/e;n/e;1696.00;6254.00;3285.00;n/e;46516.00;n/e;n/e;5620.00;92.00;452.00;7799.00
04/01/2024 14:00:00 - 04/01/2024 15:00:00;331.00;n/e;n/e;n/e;4705.00;16.00;188.00;n/e;n/e;n/e;1481.00;6254.00;3289.00;n/e;46551.00;n/e;n/e;5093.00;93.00;466.00;7882.00
04/01/2024 15:00:00 - 04/01/2024 16:00:00;331.00;n/e;n/e;n/e;4761.00;16.00;188.00;n/e;n/e;n/e;1577.00;6187.00;3232.00;n/e;46533.00;n/e;n/e;3921.00;93.00;505.00;7863.00
04/01/2024 16:00:00 - 04/01/2024 17:00:00;331.00;n/e;n/e;n/e;4794.00;15.00;188.00;n/e;n/e;n/e;1773.00;6351.00;3158.00;n/e;46514.00;n/e;n/e;2370.00;95.00;556.00;8345.00
04/01/2024 17:00:00 - 04/01/2024 18:00:00;331.00;n/e;n/e;n/e;4441.00;11.00;188.00;n/e;n/e;n/e;2435.00;6595.00;3507.00;n/e;45945.00;n/e;n/e;873.00;96.00;558.00;9361.00
04/01/2024 18:00:00 - 04/01/2024 19:00:00;330.00;n/e;n/e;n/e;4784.00;11.00;188.00;n/e;n/e;n/e;3572.00;6879.00;4329.00;n/e;45343.00;n/e;n/e;262.00;96.00;559.00;10588.00
04/01/2024 19:00:00 - 04/01/2024 20:00:00;330.00;n/e;n/e;n/e;4832.00;12.00;187.00;n/e;n/e;n/e;3764.00;7013.00;4362.00;n/e;45396.00;n/e;n/e;0.00;96.00;560.00;11821.00
04/01/2024 20:00:00 - 04/01/2024 21:00:00;331.00;n/e;n/e;n/e;4836.00;15.00;187.00;n/e;n/e;n/e;3826.00;6999.00;4313.00;n/e;45577.00;n/e;n/e;0.00;97.00;558.00;12269.00
04/01/2024 21:00:00 - 04/01/2024 22:00:00;331.00;n/e;n/e;n/e;4806.00;15.00;187.00;n/e;n/e;n/e;3049.00;6719.00;3940.00;n/e;45848.00;n/e;n/e;0.00;97.00;559.00;12536.00
04/01/2024 22:00:00 - 04/01/2024 23:00:00;330.00;n/e;n/e;n/e;4391.00;15.00;188.00;n/e;n/e;n/e;1168.00;6268.00;3213.00;n/e;46042.00;n/e;n/e;0.00;97.00;557.00;12447.00
04/01/2024 23:00:00 - 05/01/2024 00:00:00;335.00;n/e;n/e;n/e;4513.00;15.00;189.00;n/e;n/e;n/e;1110.00;6107.00;3379.00;n/e;46521.00;n/e;n/e;0.00;97.00;543.00;11712.00
05/01/2024 00:00:00 - 05/01/2024 01:00:00;346.00;n/e;n/e;n/e;4632.00;15.00;189.00;n/e;n/e;n/e;1094.00;6085.00;3437.00;n/e;46727.00;n/e;n/e;0.00;103.00;405.00;11381.00
05/01/2024 01:00:00 - 05/01/2024 02:00:00;351.00;n/e;n/e;n/e;3775.00;15.00;187.00;n/e;n/e;n/e;;5986.00;2819.00;n/e;46733.00;n/e;n/e;0.00;112.00;353.00;11271.00
05/01/2024 02:00:00 - 05/01/2024 03:00:00;348.00;n/e;n/e;n/e;3083.00;15.00;187.00;n/e;n/e;n/e;;5788.00;2551.00;n/e;46854.00;n/e;n/e;0.00;109.00;326.00;10914.00
05/01/2024 03:00:00 - 05/01/2024 04:00:00;343.00;n/e;n/e;n/e;2731.00;15.00;187.00;n/e;n/e;n/e;;5743.00;2368.00;n/e;47133.00;n/e;n/e;0.00;107.00;266.00;10452.00
05/01/2024 04:00:00 - 05/01/2024 05:00:00;342.00;n/e;n/e;n/e;2670.00;15.00;187.00;n/e;n/e;n/e;;5671.00;2323.00;n/e;45766.00;n/e;n/e;0.00;107.00;284.00;10158.00
05/01/2024 05:00:00 - 05/01/2024 06:00:00;325.00;n/e;n/e;n/e;2806.00;15.00;187.00;n/e;n/e;n/e;;5536.00;2177.00;n/e;45526.00;n/e;n/e;0.00;102.00;280.00;9850.00
05/01/2024 06:00:00 - 05/01/2024 07:00:00;321.00;n/e;n/e;n/e;2955.00;15.00;187.00;n/e;n/e;n/e;;5759.00;2067.00;n/e;45895.00;n/e;n/e;0.00;101.00;279.00;9350.00
05/01/2024 07:00:00 - 05/01/2024 08:00:00;335.00;n/e;n/e;n/e;3160.00;15.00;187.00;n/e;n/e;n/e;;5862.00;2658.00;n/e;47099.00;n/e;n/e;0.00;96.00;267.00;8601.00
05/01/2024 08:00:00 - 05/01/2024 09:00:00;342.00;n/e;n/e;n/e;3770.00;15.00;187.00;n/e;n/e;n/e;;6134.00;3376.00;n/e;47306.00;n/e;n/e;247.00;95.00;254.00;7897.00
05/01/2024 09:00:00 - 05/01/2024 10:00:00;343.00;n/e;n/e;n/e;4663.00;15.00;187.00;n/e;n/e;n/e;258.00;6179.00;3401.00;n/e;47406.00;n/e;n/e;304.00;94.00;256.00;7253.00
05/01/2024 10:00:00 - 05/01/2024 11:00:00;342.00;n/e;n/e;n/e;5244.00;15.00;187.00;n/e;n/e;n/e;593.00;6120.00;3190.00;n/e;47394.00;n/e;n/e;680.00;92.00;229.00;7030.00
05/01/2024 11:00:00 - 05/01/2024 12:00:00;343.00;n/e;n/e;n/e;5064.00;15.00;187.00;n/e;n/e;n/e;465.00;6126.00;3051.00;n/e;47397.00;n/e;n/e;1583.00;90.00;179.00;6535.00
05/01/2024 12:00:00 - 05/01/2024 13:00:00;341.00;n/e;n/e;n/e;5168.00;15.00;187.00;n/e;n/e;n/e;451.00;6193.00;2807.00;n/e;47406.00;n/e;n/e;2588.00;90.00;145.00;6155.00
05/01/2024 13:00:00 - 05/01/2024 14:00:00;342.00;n/e;n/e;n/e;5206.00;15.00;187.00;n/e;n/e;n/e;704.00;6274.00;3053.00;n/e;47355.00;n/e;n/e;3283.00;92.00;157.00;6079.00
05/01/2024 14:00:00 - 05/01/2024 15:00:00;342.00;n/e;n/e;n/e;5169.00;15.00;187.00;n/e;n/e;n/e;659.00;6287.00;2991.00;n/e;47309.00;n/e;n/e;3293.00;94.00;169.00;5906.00
05/01/2024 15:00:00 - 05/01/2024 16:00:00;342.00;n/e;n/e;n/e;5021.00;15.00;187.00;n/e;n/e;n/e;480.00;6102.00;2928.00;n/e;47379.00;n/e;n/e;2645.00;88.00;184.00;5671.00
05/01/2024 16:00:00 - 05/01/2024 17:00:00;342.00;n/e;n/e;n/e;5003.00;15.00;187.00;n/e;n/e;n/e;1015.00;6229.00;3230.00;n/e;47377.00;n/e;n/e;1628.00;88.00;201.00;5093.00
05/01/2024 17:00:00 - 05/01/2024 18:00:00;342.00;n/e;n/e;n/e;5090.00;15.00;187.00;n/e;n/e;n/e;1940.00;6432.00;3314.00;n/e;47388.00;n/e;n/e;631.00;87.00;183.00;4357.00
05/01/2024 18:00:00 - 05/01/2024 19:00:00;343.00;n/e;n/e;n/e;5433.00;15.00;187.00;n/e;n/e;n/e;3085.00;6875.00;3744.00;n/e;47431.00;n/e;n/e;254.00;87.00;243.00;4169.00
05/01/2024 19:00:00 - 05/01/2024 20:00:00;343.00;n/e;n/e;n/e;5504.00;15.00;187.00;n/e;n/e;n/e;3592.00;6990.00;4025.00;n/e;47405.00;n/e;n/e;0.00;90.00;337.00;4456.00
05/01/2024 20:00:00 - 05/01/2024 21:00:00;343.00;n/e;n/e;n/e;5477.00;15.00;187.00;n/e;n/e;n/e;3684.00;7002.00;3843.00;n/e;47415.00;n/e;n/e;0.00;94.00;291.00;4606.00
05/01/2024 21:00:00 - 05/01/2024 22:00:00;341.00;n/e;n/e;n/e;5456.00;15.00;187.00;n/e;n/e;n/e;1843.00;6788.00;3508.00;n/e;47476.00;n/e;n/e;0.00;94.00;305.00;4678.00
