Timestep ;Biomass (MW);Energy storage (MW);Fossil Brown coal/Lignite (MW);Fossil Coal-derived gas (MW);Fossil Gas (MW);Fossil Hard coal (MW);Fossil Oil (MW);Fossil Oil shale (MW);Fossil Peat (MW);Geothermal (MW);Hydro Pumped Storage (MW);Hydro Run-of-river and pondage (MW);Hydro Water Reservoir (MW);Marine (MW);Nuclear (MW);Other (MW);Other renewable (MW);Solar (MW);Waste (MW);Wind Offshore (MW);Wind Onshore (MW)
29/10/2024 23:00:00 - 30/10/2024 00:00:00;375.00;n/e;n/e;n/e;1524.00;0.00;77.00;n/e;n/e;n/e;1142.00;5452.00;2777.00;n/e;44616.00;n/e;n/e;0.00;328.00;91.00;1312.00
30/10/2024 00:00:00 - 30/10/2024 01:00:00;377.00;n/e;n/e;n/e;1246.00;0.00;77.00;n/e;n/e;n/e;;5277.00;2207.00;n/e;43868.00;n/e;n/e;0.00;328.00;88.00;1409.00
30/10/2024 01:00:00 - 30/10/2024 02:00:00;374.00;n/e;n/e;n/e;1174.00;0.00;77.00;n/e;n/e;n/e;;4820.00;1848.00;n/e;43721.00;n/e;n/e;0.00;329.00;74.00;1507.00
30/10/2024 02:00:00 - 30/10/2024 03:00:00;374.00;n/e;n/e;n/e;588.00;0.00;77.00;n/e;n/e;n/e;;4573.00;1688.00;n/e;43629.00;n/e;n/e;0.00;327.00;60.00;1585.00
30/10/2024 03:00:00 - 30/10/2024 04:00:00;374.00;n/e;n/e;n/e;487.00;0.00;77.00;n/e;n/e;n/e;;4555.00;1665.00;n/e;42826.00;n/e;n/e;0.00;326.00;136.00;1790.00
30/10/2024 04:00:00 - 30/10/2024 05:00:00;374.00;n/e;n/e;n/e;492.00;0.00;77.00;n/e;n/e;n/e;;4553.00;1614.00;n/e;42334.00;n/e;n/e;0.00;326.00;134.00;1984.00
30/10/2024 05:00:00 - 30/10/2024 06:00:00;373.00;n/e;n/e;n/e;493.00;0.00;77.00;n/e;n/e;n/e;;4603.00;1794.00;n/e;43191.00;n/e;n/e;0.00;323.00;166.00;2012.00
30/10/2024 06:00:00 - 30/10/2024 07:00:00;376.00;n/e;n/e;n/e;492.00;0.00;77.00;n/e;n/e;n/e;;4965.00;2383.00;n/e;43642.00;n/e;n/e;0.00;323.00;182.00;2110.00
30/10/2024 07:00:00 - 30/10/2024 08:00:00;376.00;n/e;n/e;n/e;493.00;0.00;77.00;n/e;n/e;n/e;1189.00;5279.00;2590.00;n/e;44230.00;n/e;n/e;359.00;324.00;202.00;2219.00
30/10/2024 08:00:00 - 30/10/2024 09:00:00;370.00;n/e;n/e;n/e;474.00;0.00;77.00;n/e;n/e;n/e;1513.00;5462.00;2878.00;n/e;44933.00;n/e;n/e;1297.00;324.00;223.00;2316.00
30/10/2024 09:00:00 - 30/10/2024 10:00:00;371.00;n/e;n/e;n/e;450.00;0.00;77.00;n/e;n/e;n/e;833.00;5393.00;2906.00;n/e;44969.00;n/e;n/e;3567.00;323.00;214.00;2245.00
30/10/2024 10:00:00 - 30/10/2024 11:00:00;368.00;n/e;n/e;n/e;450.00;0.00;77.00;n/e;n/e;n/e;331.00;5025.00;2653.00;n/e;44965.00;n/e;n/e;5781.00;324.00;173.00;2177.00
30/10/2024 11:00:00 - 30/10/2024 12:00:00;355.00;n/e;n/e;n/e;451.00;0.00;80.00;n/e;n/e;n/e;;4608.00;2399.00;n/e;44850.00;n/e;n/e;7264.00;322.00;157.00;2109.00
30/10/2024 12:00:00 - 30/10/2024 13:00:00;364.00;n/e;n/e;n/e;464.00;0.00;81.00;n/e;n/e;n/e;192.00;4445.00;2360.00;n/e;44705.00;n/e;n/e;7893.00;323.00;127.00;2127.00
30/10/2024 13:00:00 - 30/10/2024 14:00:00;372.00;n/e;n/e;n/e;481.00;0.00;81.00;n/e;n/e;n/e;;4375.00;2046.00;n/e;44865.00;n/e;n/e;7724.00;321.00;129.00;2306.00
30/10/2024 14:00:00 - 30/10/2024 15:00:00;364.00;n/e;n/e;n/e;450.00;0.00;81.00;n/e;n/e;n/e;81.00;4285.00;1828.00;n/e;44871.00;n/e;n/e;6871.00;318.00;111.00;2434.00
30/10/2024 15:00:00 - 30/10/2024 16:00:00;368.00;n/e;n/e;n/e;488.00;0.00;80.00;n/e;n/e;n/e;333.00;4508.00;1973.00;n/e;44832.00;n/e;n/e;4936.00;320.00;173.00;2559.00
30/10/2024 16:00:00 - 30/10/2024 17:00:00;376.00;n/e;n/e;n/e;727.00;0.00;81.00;n/e;n/e;n/e;902.00;4885.00;2273.00;n/e;44885.00;n/e;n/e;2263.00;320.00;271.00;2680.00
30/10/2024 17:00:00 - 30/10/2024 18:00:00;378.00;n/e;n/e;n/e;1473.00;0.00;81.00;n/e;n/e;n/e;1874.00;5320.00;3074.00;n/e;44984.00;n/e;n/e;591.00;322.00;341.00;2867.00
30/10/2024 18:00:00 - 30/10/2024 19:00:00;377.00;n/e;n/e;n/e;2042.00;0.00;213.00;n/e;n/e;n/e;3623.00;5763.00;3598.00;n/e;44818.00;n/e;n/e;294.00;323.00;424.00;3056.00
30/10/2024 19:00:00 - 30/10/2024 20:00:00;377.00;n/e;n/e;n/e;2446.00;0.00;598.00;n/e;n/e;n/e;3285.00;5833.00;3661.00;n/e;44958.00;n/e;n/e;0.00;322.00;565.00;2969.00
30/10/2024 20:00:00 - 30/10/2024 21:00:00;380.00;n/e;n/e;n/e;1956.00;0.00;265.00;n/e;n/e;n/e;2848.00;5801.00;3457.00;n/e;45054.00;n/e;n/e;0.00;322.00;629.00;3007.00
30/10/2024 21:00:00 - 30/10/2024 22:00:00;381.00;n/e;n/e;n/e;1104.00;0.00;81.00;n/e;n/e;n/e;1207.00;5676.00;2931.00;n/e;44982.00;n/e;n/e;0.00;320.00;620.00;3006.00
30/10/2024 22:00:00 - 30/10/2024 23:00:00;379.00;n/e;n/e;n/e;527.00;0.00;80.00;n/e;n/e;n/e;1406.00;5680.00;2898.00;n/e;45014.00;n/e;n/e;0.00;322.00;545.00;2888.00
30/10/2024 23:00:00 - 31/10/2024 00:00:00;382.00;n/e;n/e;n/e;489.00;0.00;81.00;n/e;n/e;n/e;1529.00;5476.00;2833.00;n/e;45047.00;n/e;n/e;0.00;320.00;508.00;2723.00
31/10/2024 00:00:00 - 31/10/2024 01:00:00;367.00;n/e;n/e;n/e;494.00;0.00;81.00;n/e;n/e;n/e;216.00;5192.00;2585.00;n/e;44910.00;n/e;n/e;0.00;322.00;378.00;2478.00
31/10/2024 01:00:00 - 31/10/2024 02:00:00;376.00;n/e;n/e;n/e;498.00;0.00;81.00;n/e;n/e;n/e;;4739.00;2063.00;n/e;44882.00;n/e;n/e;0.00;323.00;280.00;2250.00
31/10/2024 02:00:00 - 31/10/2024 03:00:00;371.00;n/e;n/e;n/e;500.00;0.00;81.00;n/e;n/e;n/e;;4460.00;1730.00;n/e;44789.00;n/e;n/e;0.00;323.00;295.00;1968.00
31/10/2024 03:00:00 - 31/10/2024 04:00:00;371.00;n/e;n/e;n/e;502.00;0.00;81.00;n/e;n/e;n/e;;4322.00;1621.00;n/e;44721.00;n/e;n/e;0.00;324.00;252.00;1835.00
31/10/2024 04:00:00 - 31/10/2024 05:00:00;374.00;n/e;n/e;n/e;501.00;0.00;81.00;n/e;n/e;n/e;;4344.00;1689.00;n/e;44750.00;n/e;n/e;0.00;323.00;206.00;1795.00
31/10/2024 05:00:00 - 31/10/2024 06:00:00;377.00;n/e;n/e;n/e;499.00;0.00;81.00;n/e;n/e;n/e;;4390.00;1925.00;n/e;44735.00;n/e;n/e;0.00;326.00;197.00;1757.00
31/10/2024 06:00:00 - 31/10/2024 07:00:00;378.00;n/e;n/e;n/e;987.00;0.00;81.00;n/e;n/e;n/e;;4739.00;2430.00;n/e;44937.00;n/e;n/e;0.00;321.00;188.00;1771.00
31/10/2024 07:00:00 - 31/10/2024 08:00:00;374.00;n/e;n/e;n/e;1594.00;0.00;81.00;n/e;n/e;n/e;1692.00;5186.00;3127.00;n/e;45043.00;n/e;n/e;340.00;323.00;188.00;1758.00
31/10/2024 08:00:00 - 31/10/2024 09:00:00;376.00;n/e;n/e;n/e;1748.00;0.00;81.00;n/e;n/e;n/e;2897.00;5359.00;3230.00;n/e;45154.00;n/e;n/e;1297.00;322.00;162.00;1810.00
31/10/2024 09:00:00 - 31/10/2024 10:00:00;375.00;n/e;n/e;n/e;1737.00;0.00;81.00;n/e;n/e;n/e;2319.00;5268.00;2778.00;n/e;45166.00;n/e;n/e;3753.00;325.00;155.00;1618.00
31/10/2024 10:00:00 - 31/10/2024 11:00:00;374.00;n/e;n/e;n/e;805.00;0.00;80.00;n/e;n/e;n/e;1818.00;5063.00;2444.00;n/e;44950.00;n/e;n/e;6288.00;320.00;128.00;1395.00
31/10/2024 11:00:00 - 31/10/2024 12:00:00;372.00;n/e;n/e;n/e;592.00;0.00;81.00;n/e;n/e;n/e;1520.00;4750.00;2326.00;n/e;44964.00;n/e;n/e;8095.00;316.00;111.00;1252.00
31/10/2024 12:00:00 - 31/10/2024 13:00:00;373.00;n/e;n/e;n/e;541.00;0.00;81.00;n/e;n/e;n/e;1199.00;4670.00;2806.00;n/e;44844.00;n/e;n/e;8711.00;319.00;89.00;1152.00
31/10/2024 13:00:00 - 31/10/2024 14:00:00;375.00;n/e;n/e;n/e;542.00;0.00;81.00;n/e;n/e;n/e;721.00;4725.00;2878.00;n/e;44843.00;n/e;n/e;8672.00;322.00;65.00;1062.00
31/10/2024 14:00:00 - 31/10/2024 15:00:00;372.00;n/e;n/e;n/e;539.00;0.00;81.00;n/e;n/e;n/e;525.00;4660.00;2650.00;n/e;44860.00;n/e;n/e;7700.00;316.00;76.00;1046.00
31/10/2024 15:00:00 - 31/10/2024 16:00:00;373.00;n/e;n/e;n/e;882.00;0.00;81.00;n/e;n/e;n/e;809.00;4795.00;2632.00;n/e;44848.00;n/e;n/e;5681.00;309.00;65.00;1097.00
31/10/2024 16:00:00 - 31/10/2024 17:00:00;374.00;n/e;n/e;n/e;1798.00;0.00;81.00;n/e;n/e;n/e;2207.00;5048.00;2835.00;n/e;44793.00;n/e;n/e;2589.00;318.00;57.00;1127.00
31/10/2024 17:00:00 - 31/10/2024 18:00:00;375.00;n/e;n/e;n/e;2420.00;0.00;81.00;n/e;n/e;n/e;2911.00;5445.00;3677.00;n/e;44831.00;n/e;n/e;600.00;317.00;62.00;1178.00
31/10/2024 18:00:00 - 31/10/2024 19:00:00;374.00;n/e;n/e;n/e;2710.00;0.00;81.00;n/e;n/e;n/e;2711.00;5842.00;3782.00;n/e;44806.00;n/e;n/e;296.00;314.00;56.00;1273.00
31/10/2024 19:00:00 - 31/10/2024 20:00:00;376.00;n/e;n/e;n/e;2774.00;0.00;81.00;n/e;n/e;n/e;3049.00;5910.00;3502.00;n/e;44807.00;n/e;n/e;0.00;319.00;69.00;1386.00
31/10/2024 20:00:00 - 31/10/2024 21:00:00;379.00;n/e;n/e;n/e;2785.00;0.00;81.00;n/e;n/e;n/e;1642.00;5697.00;3315.00;n/e;44950.00;n/e;n/e;0.00;319.00;84.00;1428.00
31/10/2024 21:00:00 - 31/10/2024 22:00:00;376.00;n/e;n/e;n/e;2204.00;0.00;81.00;n/e;n/e;n/e;867.00;5581.00;2739.00;n/e;45119.00;n/e;n/e;0.00;319.00;94.00;1452.00
31/10/2024 22:00:00 - 31/10/2024 23:00:00;378.00;n/e;n/e;n/e;1299.00;0.00;80.00;n/e;n/e;n/e;740.00;5539.00;2770.00;n/e;45255.00;n/e;n/e;0.00;318.00;80.00;1351.00
31/10/2024 23:00:00 - 01/11/2024 00:00:00;375.00;n/e;n/e;n/e;1340.00;0.00;81.00;n/e;n/e;n/e;470.00;5374.00;2650.00;n/e;45130.00;n/e;n/e;0.00;318.00;52.00;1224.00
01/11/2024 00:00:00 - 01/11/2024 01:00:00;371.00;n/e;n/e;n/e;1007.00;0.00;111.00;n/e;n/e;n/e;;4936.00;2319.00;n/e;44445.00;n/e;n/e;0.00;319.00;40.00;1173.00
01/11/2024 01:00:00 - 01/11/2024 02:00:00;366.00;n/e;n/e;n/e;608.00;0.00;111.00;n/e;n/e;n/e;;4764.00;2423.00;n/e;43426.00;n/e;n/e;0.00;321.00;38.00;1176.00
01/11/2024 02:00:00 - 01/11/2024 03:00:00;371.00;n/e;n/e;n/e;1381.00;0.00;111.00;n/e;n/e;n/e;;4610.00;2034.00;n/e;43436.00;n/e;n/e;0.00;320.00;35.00;1164.00
01/11/2024 03:00:00 - 01/11/2024 04:00:00;373.00;n/e;n/e;n/e;1386.00;0.00;111.00;n/e;n/e;n/e;;4322.00;1713.00;n/e;43765.00;n/e;n/e;0.00;318.00;19.00;1141.00
01/11/2024 04:00:00 - 01/11/2024 05:00:00;373.00;n/e;n/e;n/e;1384.00;0.00;111.00;n/e;n/e;n/e;;4269.00;1871.00;n/e;43632.00;n/e;n/e;0.00;316.00;21.00;1126.00
01/11/2024 05:00:00 - 01/11/2024 06:00:00;372.00;n/e;n/e;n/e;1383.00;0.00;111.00;n/e;n/e;n/e;;4284.00;1574.00;n/e;44061.00;n/e;n/e;0.00;320.00;27.00;1090.00
01/11/2024 06:00:00 - 01/11/2024 07:00:00;370.00;n/e;n/e;n/e;1384.00;0.00;110.00;n/e;n/e;n/e;;4418.00;1815.00;n/e;43847.00;n/e;n/e;0.00;321.00;21.00;1058.00
01/11/2024 07:00:00 - 01/11/2024 08:00:00;370.00;n/e;n/e;n/e;1382.00;0.00;110.00;n/e;n/e;n/e;;4477.00;1871.00;n/e;44564.00;n/e;n/e;324.00;318.00;19.00;1063.00
01/11/2024 08:00:00 - 01/11/2024 09:00:00;372.00;n/e;n/e;n/e;1381.00;0.00;111.00;n/e;n/e;n/e;;4478.00;1729.00;n/e;44959.00;n/e;n/e;1424.00;323.00;38.00;1081.00
01/11/2024 09:00:00 - 01/11/2024 10:00:00;373.00;n/e;n/e;n/e;1377.00;0.00;107.00;n/e;n/e;n/e;;4320.00;1599.00;n/e;44918.00;n/e;n/e;4234.00;318.00;31.00;1079.00
01/11/2024 10:00:00 - 01/11/2024 11:00:00;376.00;n/e;n/e;n/e;1370.00;0.00;107.00;n/e;n/e;n/e;;4050.00;1520.00;n/e;44610.00;n/e;n/e;6953.00;312.00;27.00;1027.00
01/11/2024 11:00:00 - 01/11/2024 12:00:00;374.00;n/e;n/e;n/e;1321.00;0.00;107.00;n/e;n/e;n/e;;3915.00;1458.00;n/e;44684.00;n/e;n/e;8667.00;306.00;37.00;1011.00
01/11/2024 12:00:00 - 01/11/2024 13:00:00;371.00;n/e;n/e;n/e;1309.00;0.00;107.00;n/e;n/e;n/e;;3844.00;1450.00;n/e;44621.00;n/e;n/e;9517.00;308.00;43.00;987.00
01/11/2024 13:00:00 - 01/11/2024 14:00:00;373.00;n/e;n/e;n/e;1303.00;0.00;107.00;n/e;n/e;n/e;;3822.00;1865.00;n/e;44662.00;n/e;n/e;9599.00;304.00;49.00;942.00
01/11/2024 14:00:00 - 01/11/2024 15:00:00;366.00;n/e;n/e;n/e;1296.00;0.00;107.00;n/e;n/e;n/e;;3746.00;1580.00;n/e;44882.00;n/e;n/e;8537.00;304.00;51.00;911.00
01/11/2024 15:00:00 - 01/11/2024 16:00:00;365.00;n/e;n/e;n/e;1293.00;0.00;111.00;n/e;n/e;n/e;;3868.00;1811.00;n/e;44651.00;n/e;n/e;6146.00;310.00;50.00;891.00
01/11/2024 16:00:00 - 01/11/2024 17:00:00;369.00;n/e;n/e;n/e;1454.00;0.00;111.00;n/e;n/e;n/e;;4236.00;2050.00;n/e;44658.00;n/e;n/e;2740.00;312.00;49.00;897.00
01/11/2024 17:00:00 - 01/11/2024 18:00:00;373.00;n/e;n/e;n/e;1938.00;0.00;111.00;n/e;n/e;n/e;1177.00;4904.00;2710.00;n/e;44892.00;n/e;n/e;590.00;313.00;82.00;991.00
01/11/2024 18:00:00 - 01/11/2024 19:00:00;371.00;n/e;n/e;n/e;2752.00;0.00;111.00;n/e;n/e;n/e;2286.00;5507.00;3156.00;n/e;45159.00;n/e;n/e;288.00;312.00;114.00;1132.00
01/11/2024 19:00:00 - 01/11/2024 20:00:00;371.00;n/e;n/e;n/e;3032.00;0.00;111.00;n/e;n/e;n/e;2766.00;5553.00;3118.00;n/e;45191.00;n/e;n/e;0.00;312.00;113.00;1287.00
01/11/2024 20:00:00 - 01/11/2024 21:00:00;371.00;n/e;n/e;n/e;3006.00;0.00;111.00;n/e;n/e;n/e;1835.00;5393.00;2948.00;n/e;44497.00;n/e;n/e;0.00;311.00;117.00;1335.00
01/11/2024 21:00:00 - 01/11/2024 22:00:00;368.00;n/e;n/e;n/e;3031.00;0.00;111.00;n/e;n/e;n/e;1104.00;5139.00;3002.00;n/e;43955.00;n/e;n/e;0.00;311.00;122.00;1372.00
01/11/2024 22:00:00 - 01/11/2024 23:00:00;369.00;n/e;n/e;n/e;3060.00;0.00;111.00;n/e;n/e;n/e;1324.00;5060.00;3073.00;n/e;43767.00;n/e;n/e;0.00;309.00;151.00;1317.00
01/11/2024 23:00:00 - 02/11/2024 00:00:00;370.00;n/e;n/e;n/e;3052.00;0.00;111.00;n/e;n/e;n/e;1066.00;4934.00;3069.00;n/e;42819.00;n/e;n/e;0.00;314.00;141.00;1270.00
02/11/2024 00:00:00 - 02/11/2024 01:00:00;369.00;n/e;n/e;n/e;2084.00;0.00;110.00;n/e;n/e;n/e;631.00;4517.00;2411.00;n/e;41638.00;n/e;n/e;0.00;316.00;178.00;1346.00
02/11/2024 01:00:00 - 02/11/2024 02:00:00;373.00;n/e;n/e;n/e;1663.00;0.00;111.00;n/e;n/e;n/e;129.00;4317.00;2046.00;n/e;40807.00;n/e;n/e;0.00;316.00;252.00;1515.00
02/11/2024 02:00:00 - 02/11/2024 03:00:00;374.00;n/e;n/e;n/e;1630.00;0.00;111.00;n/e;n/e;n/e;;4300.00;1803.00;n/e;40938.00;n/e;n/e;0.00;316.00;296.00;1675.00
02/11/2024 03:00:00 - 02/11/2024 04:00:00;376.00;n/e;n/e;n/e;1610.00;0.00;111.00;n/e;n/e;n/e;;4060.00;1743.00;n/e;41103.00;n/e;n/e;0.00;318.00;299.00;1807.00
02/11/2024 04:00:00 - 02/11/2024 05:00:00;374.00;n/e;n/e;n/e;1702.00;0.00;111.00;n/e;n/e;n/e;;3925.00;2086.00;n/e;40790.00;n/e;n/e;0.00;316.00;328.00;2016.00
02/11/2024 05:00:00 - 02/11/2024 06:00:00;372.00;n/e;n/e;n/e;1714.00;0.00;111.00;n/e;n/e;n/e;;4118.00;2158.00;n/e;40717.00;n/e;n/e;0.00;317.00;360.00;2261.00
02/11/2024 06:00:00 - 02/11/2024 07:00:00;370.00;n/e;n/e;n/e;1735.00;0.00;111.00;n/e;n/e;n/e;152.00;4406.00;2164.00;n/e;40754.00;n/e;n/e;0.00;314.00;348.00;2572.00
02/11/2024 07:00:00 - 02/11/2024 08:00:00;369.00;n/e;n/e;n/e;1694.00;0.00;111.00;n/e;n/e;n/e;88.00;4630.00;2440.00;n/e;40643.00;n/e;n/e;321.00;315.00;348.00;2873.00
02/11/2024 08:00:00 - 02/11/2024 09:00:00;368.00;n/e;n/e;n/e;1738.00;0.00;111.00;n/e;n/e;n/e;;4542.00;2466.00;n/e;40807.00;n/e;n/e;1373.00;316.00;367.00;3026.00
02/11/2024 09:00:00 - 02/11/2024 10:00:00;367.00;n/e;n/e;n/e;1714.00;0.00;110.00;n/e;n/e;n/e;;4286.00;2010.00;n/e;41227.00;n/e;n/e;3941.00;316.00;387.00;3242.00
02/11/2024 10:00:00 - 02/11/2024 11:00:00;365.00;n/e;n/e;n/e;1699.00;0.00;111.00;n/e;n/e;n/e;;4127.00;1804.00;n/e;41345.00;n/e;n/e;6220.00;314.00;478.00;3373.00
02/11/2024 11:00:00 - 02/11/2024 12:00:00;365.00;n/e;n/e;n/e;1650.00;0.00;111.00;n/e;n/e;n/e;;4005.00;1855.00;n/e;41262.00;n/e;n/e;7706.00;314.00;551.00;3672.00
02/11/2024 12:00:00 - 02/11/2024 13:00:00;365.00;n/e;n/e;n/e;1761.00;0.00;111.00;n/e;n/e;n/e;;4002.00;2822.00;n/e;41327.00;n/e;n/e;8279.00;314.00;482.00;3575.00
02/11/2024 13:00:00 - 02/11/2024 14:00:00;364.00;n/e;n/e;n/e;1722.00;0.00;111.00;n/e;n/e;n/e;;4093.00;2310.00;n/e;41223.00;n/e;n/e;8215.00;314.00;425.00;3353.00
02/11/2024 14:00:00 - 02/11/2024 15:00:00;362.00;n/e;n/e;n/e;1673.00;0.00;111.00;n/e;n/e;n/e;;4184.00;2248.00;n/e;41218.00;n/e;n/e;7263.00;313.00;406.00;3284.00
02/11/2024 15:00:00 - 02/11/2024 16:00:00;364.00;n/e;n/e;n/e;1741.00;0.00;111.00;n/e;n/e;n/e;;4020.00;2417.00;n/e;41143.00;n/e;n/e;5088.00;312.00;364.00;3048.00
02/11/2024 16:00:00 - 02/11/2024 17:00:00;367.00;n/e;n/e;n/e;2026.00;0.00;111.00;n/e;n/e;n/e;;4304.00;2882.00;n/e;41264.00;n/e;n/e;2267.00;312.00;355.00;2980.00
02/11/2024 17:00:00 - 02/11/2024 18:00:00;368.00;n/e;n/e;n/e;2709.00;0.00;111.00;n/e;n/e;n/e;1296.00;4887.00;2850.00;n/e;41992.00;n/e;n/e;533.00;313.00;393.00;3173.00
02/11/2024 18:00:00 - 02/11/2024 19:00:00;369.00;n/e;n/e;n/e;2815.00;0.00;111.00;n/e;n/e;n/e;2431.00;5328.00;3257.00;n/e;42615.00;n/e;n/e;280.00;312.00;416.00;3521.00
02/11/2024 19:00:00 - 02/11/2024 20:00:00;370.00;n/e;n/e;n/e;3237.00;0.00;111.00;n/e;n/e;n/e;2596.00;5509.00;3291.00;n/e;42667.00;n/e;n/e;0.00;308.00;392.00;3914.00
02/11/2024 20:00:00 - 02/11/2024 21:00:00;373.00;n/e;n/e;n/e;3451.00;0.00;111.00;n/e;n/e;n/e;1676.00;5451.00;2665.00;n/e;42643.00;n/e;n/e;0.00;310.00;396.00;4135.00
02/11/2024 21:00:00 - 02/11/2024 22:00:00;372.00;n/e;n/e;n/e;3311.00;0.00;111.00;n/e;n/e;n/e;820.00;5267.00;2320.00;n/e;42654.00;n/e;n/e;0.00;311.00;506.00;4203.00
02/11/2024 22:00:00 - 02/11/2024 23:00:00;372.00;n/e;n/e;n/e;3281.00;0.00;111.00;n/e;n/e;n/e;423.00;4995.00;2137.00;n/e;42882.00;n/e;n/e;0.00;311.00;513.00;4091.00
02/11/2024 23:00:00 - 03/11/2024 00:00:00;372.00;n/e;n/e;n/e;3254.00;0.00;110.00;n/e;n/e;n/e;276.00;4793.00;2016.00;n/e;43393.00;n/e;n/e;0.00;312.00;527.00;3874.00
03/11/2024 00:00:00 - 03/11/2024 01:00:00;373.00;n/e;n/e;n/e;2396.00;0.00;111.00;n/e;n/e;n/e;;4532.00;1667.00;n/e;42748.00;n/e;n/e;0.00;313.00;488.00;3812.00
03/11/2024 01:00:00 - 03/11/2024 02:00:00;375.00;n/e;n/e;n/e;1390.00;0.00;111.00;n/e;n/e;n/e;;4436.00;1434.00;n/e;42105.00;n/e;n/e;0.00;313.00;405.00;3588.00
03/11/2024 02:00:00 - 03/11/2024 03:00:00;374.00;n/e;n/e;n/e;1354.00;0.00;111.00;n/e;n/e;n/e;;4304.00;1411.00;n/e;42063.00;n/e;n/e;0.00;311.00;357.00;3202.00
03/11/2024 03:00:00 - 03/11/2024 04:00:00;372.00;n/e;n/e;n/e;1358.00;0.00;111.00;n/e;n/e;n/e;;4074.00;1207.00;n/e;42005.00;n/e;n/e;0.00;312.00;292.00;2903.00
03/11/2024 04:00:00 - 03/11/2024 05:00:00;374.00;n/e;n/e;n/e;1353.00;0.00;111.00;n/e;n/e;n/e;;3972.00;1001.00;n/e;41886.00;n/e;n/e;0.00;312.00;263.00;2674.00
03/11/2024 05:00:00 - 03/11/2024 06:00:00;374.00;n/e;n/e;n/e;1354.00;0.00;111.00;n/e;n/e;n/e;;3851.00;1028.00;n/e;42357.00;n/e;n/e;0.00;313.00;268.00;2547.00
03/11/2024 06:00:00 - 03/11/2024 07:00:00;374.00;n/e;n/e;n/e;1358.00;0.00;111.00;n/e;n/e;n/e;;3773.00;1314.00;n/e;42594.00;n/e;n/e;0.00;314.00;273.00;2443.00
03/11/2024 07:00:00 - 03/11/2024 08:00:00;372.00;n/e;n/e;n/e;1355.00;0.00;111.00;n/e;n/e;n/e;;3891.00;1345.00;n/e;42754.00;n/e;n/e;310.00;314.00;276.00;2369.00
03/11/2024 08:00:00 - 03/11/2024 09:00:00;372.00;n/e;n/e;n/e;1356.00;0.00;111.00;n/e;n/e;n/e;;3861.00;1244.00;n/e;42667.00;n/e;n/e;1248.00;305.00;264.00;2272.00
03/11/2024 09:00:00 - 03/11/2024 10:00:00;374.00;n/e;n/e;n/e;1348.00;0.00;111.00;n/e;n/e;n/e;;3695.00;1049.00;n/e;42303.00;n/e;n/e;3782.00;301.00;271.00;2198.00
03/11/2024 10:00:00 - 03/11/2024 11:00:00;375.00;n/e;n/e;n/e;1348.00;0.00;111.00;n/e;n/e;n/e;;3439.00;1028.00;n/e;41772.00;n/e;n/e;6560.00;304.00;216.00;2096.00
03/11/2024 11:00:00 - 03/11/2024 12:00:00;372.00;n/e;n/e;n/e;1346.00;0.00;111.00;n/e;n/e;n/e;;3525.00;1162.00;n/e;42012.00;n/e;n/e;8477.00;304.00;162.00;1891.00
03/11/2024 12:00:00 - 03/11/2024 13:00:00;371.00;n/e;n/e;n/e;1334.00;0.00;111.00;n/e;n/e;n/e;;3555.00;1214.00;n/e;41450.00;n/e;n/e;9291.00;302.00;149.00;1637.00
03/11/2024 13:00:00 - 03/11/2024 14:00:00;369.00;n/e;n/e;n/e;1333.00;0.00;111.00;n/e;n/e;n/e;;3569.00;1203.00;n/e;41363.00;n/e;n/e;9065.00;303.00;105.00;1441.00
03/11/2024 14:00:00 - 03/11/2024 15:00:00;369.00;n/e;n/e;n/e;1334.00;0.00;111.00;n/e;n/e;n/e;;3521.00;977.00;n/e;41662.00;n/e;n/e;7909.00;306.00;97.00;1396.00
03/11/2024 15:00:00 - 03/11/2024 16:00:00;370.00;n/e;n/e;n/e;1389.00;0.00;110.00;n/e;n/e;n/e;;3492.00;1181.00;n/e;41969.00;n/e;n/e;5530.00;306.00;139.00;1407.00
03/11/2024 16:00:00 - 03/11/2024 17:00:00;371.00;n/e;n/e;n/e;1662.00;0.00;111.00;n/e;n/e;n/e;;3795.00;1723.00;n/e;42783.00;n/e;n/e;2311.00;300.00;124.00;1389.00
03/11/2024 17:00:00 - 03/11/2024 18:00:00;371.00;n/e;n/e;n/e;2357.00;0.00;111.00;n/e;n/e;n/e;812.00;4251.00;2724.00;n/e;43455.00;n/e;n/e;509.00;302.00;110.00;1676.00
03/11/2024 18:00:00 - 03/11/2024 19:00:00;372.00;n/e;n/e;n/e;2917.00;0.00;111.00;n/e;n/e;n/e;2412.00;4956.00;3507.00;n/e;44262.00;n/e;n/e;276.00;301.00;134.00;2187.00
03/11/2024 19:00:00 - 03/11/2024 20:00:00;366.00;n/e;n/e;n/e;3054.00;0.00;111.00;n/e;n/e;n/e;1902.00;5153.00;3341.00;n/e;44398.00;n/e;n/e;0.00;302.00;145.00;2588.00
03/11/2024 20:00:00 - 03/11/2024 21:00:00;366.00;n/e;n/e;n/e;3038.00;0.00;111.00;n/e;n/e;n/e;1087.00;5078.00;2952.00;n/e;44336.00;n/e;n/e;0.00;300.00;147.00;2839.00
