Timestep ;Biomass (MW);Energy storage (MW);Fossil Brown coal/Lignite (MW);Fossil Coal-derived gas (MW);Fossil Gas (MW);Fossil Hard coal (MW);Fossil Oil (MW);Fossil Oil shale (MW);Fossil Peat (MW);Geothermal (MW);Hydro Pumped Storage (MW);Hydro Run-of-river and pondage (MW);Hydro Water Reservoir (MW);Marine (MW);Nuclear (MW);Other (MW);Other renewable (MW);Solar (MW);Waste (MW);Wind Offshore (MW);Wind Onshore (MW)
01/01/2024 00:00:00 - 01/01/2024 01:00:00;332.00;n/e;n/e;753.00;8652.00;423.00;19.00;n/e;n/e;625.00;0.00;2181.00;177.00;n/e;n/e;1147.00;n/e;0.00;322.00;0.00;3905.00
01/01/2024 01:00:00 - 01/01/2024 02:00:00;341.00;n/e;n/e;753.00;7679.00;424.00;26.00;n/e;n/e;626.00;0.00;2092.00;103.00;n/e;n/e;1092.00;n/e;0.00;326.00;0.00;3927.00
01/01/2024 02:00:00 - 01/01/2024 03:00:00;337.00;n/e;n/e;754.00;6774.00;424.00;16.00;n/e;n/e;626.00;0.00;1960.00;91.00;n/e;n/e;999.00;n/e;0.00;320.00;0.00;4041.00
01/01/2024 03:00:00 - 01/01/2024 04:00:00;334.00;n/e;n/e;754.00;6516.00;424.00;26.00;n/e;n/e;628.00;0.00;1922.00;86.00;n/e;n/e;953.00;n/e;0.00;323.00;0.00;4122.00
01/01/2024 04:00:00 - 01/01/2024 05:00:00;332.00;n/e;n/e;753.00;6308.00;424.00;23.00;n/e;n/e;629.00;0.00;1823.00;89.00;n/e;n/e;882.00;n/e;0.00;322.00;0.00;4018.00
01/01/2024 05:00:00 - 01/01/2024 06:00:00;329.00;n/e;n/e;753.00;6251.00;424.00;26.00;n/e;n/e;629.00;0.00;1921.00;88.00;n/e;n/e;873.00;n/e;0.00;309.00;0.00;4062.00
01/01/2024 06:00:00 - 01/01/2024 07:00:00;338.00;n/e;n/e;752.00;6385.00;429.00;16.00;n/e;n/e;629.00;0.00;1867.00;101.00;n/e;n/e;894.00;n/e;0.00;291.00;0.00;3977.00
01/01/2024 07:00:00 - 01/01/2024 08:00:00;333.00;n/e;n/e;752.00;6629.00;430.00;16.00;n/e;n/e;631.00;44.00;2113.00;182.00;n/e;n/e;901.00;n/e;81.00;279.00;0.00;3957.00
01/01/2024 08:00:00 - 01/01/2024 09:00:00;332.00;n/e;n/e;751.00;6192.00;430.00;16.00;n/e;n/e;630.00;55.00;2238.00;198.00;n/e;n/e;832.00;n/e;837.00;282.00;0.00;3720.00
01/01/2024 09:00:00 - 01/01/2024 10:00:00;316.00;n/e;n/e;751.00;6434.00;430.00;16.00;n/e;n/e;630.00;58.00;2255.00;301.00;n/e;n/e;811.00;n/e;2288.00;286.00;0.00;3472.00
01/01/2024 10:00:00 - 01/01/2024 11:00:00;315.00;n/e;n/e;751.00;6150.00;430.00;16.00;n/e;n/e;629.00;44.00;2208.00;204.00;n/e;n/e;847.00;n/e;3551.00;285.00;0.00;3485.00
01/01/2024 11:00:00 - 01/01/2024 12:00:00;315.00;n/e;n/e;751.00;6265.00;429.00;16.00;n/e;n/e;629.00;10.00;2006.00;204.00;n/e;n/e;948.00;n/e;3807.00;277.00;0.00;3651.00
01/01/2024 12:00:00 - 01/01/2024 13:00:00;312.00;n/e;n/e;751.00;6935.00;430.00;16.00;n/e;n/e;625.00;66.00;1985.00;220.00;n/e;n/e;955.00;n/e;3689.00;276.00;1.00;3595.00
01/01/2024 13:00:00 - 01/01/2024 14:00:00;313.00;n/e;n/e;752.00;7487.00;430.00;16.00;n/e;n/e;586.00;68.00;1873.00;181.00;n/e;n/e;902.00;n/e;3054.00;278.00;3.00;3370.00
01/01/2024 14:00:00 - 01/01/2024 15:00:00;305.00;n/e;n/e;752.00;7777.00;431.00;16.00;n/e;n/e;589.00;70.00;1995.00;178.00;n/e;n/e;866.00;n/e;2196.00;297.00;8.00;2882.00
01/01/2024 15:00:00 - 01/01/2024 16:00:00;304.00;n/e;n/e;752.00;9084.00;432.00;16.00;n/e;n/e;589.00;169.00;2202.00;243.00;n/e;n/e;922.00;n/e;1103.00;293.00;14.00;2529.00
01/01/2024 16:00:00 - 01/01/2024 17:00:00;307.00;n/e;n/e;753.00;10336.00;432.00;16.00;n/e;n/e;589.00;194.00;2748.00;344.00;n/e;n/e;1099.00;n/e;116.00;282.00;9.00;2271.00
01/01/2024 17:00:00 - 01/01/2024 18:00:00;317.00;n/e;n/e;753.00;11116.00;429.00;26.00;n/e;n/e;589.00;807.00;4090.00;634.00;n/e;n/e;1216.00;n/e;0.00;275.00;2.00;2076.00
01/01/2024 18:00:00 - 01/01/2024 19:00:00;329.00;n/e;n/e;754.00;11357.00;430.00;19.00;n/e;n/e;590.00;1134.00;4439.00;788.00;n/e;n/e;1251.00;n/e;0.00;278.00;2.00;1992.00
01/01/2024 19:00:00 - 01/01/2024 20:00:00;333.00;n/e;n/e;754.00;11579.00;430.00;26.00;n/e;n/e;590.00;1244.00;4527.00;761.00;n/e;n/e;1274.00;n/e;0.00;274.00;0.00;2040.00
01/01/2024 20:00:00 - 01/01/2024 21:00:00;335.00;n/e;n/e;753.00;11693.00;427.00;26.00;n/e;n/e;590.00;1007.00;4235.00;677.00;n/e;n/e;1252.00;n/e;0.00;277.00;0.00;2061.00
01/01/2024 21:00:00 - 01/01/2024 22:00:00;331.00;n/e;n/e;754.00;11336.00;425.00;21.00;n/e;n/e;590.00;702.00;3513.00;458.00;n/e;n/e;1252.00;n/e;0.00;288.00;0.00;2328.00
01/01/2024 22:00:00 - 01/01/2024 23:00:00;337.00;n/e;n/e;753.00;10991.00;425.00;16.00;n/e;n/e;620.00;106.00;2535.00;286.00;n/e;n/e;1197.00;n/e;0.00;313.00;0.00;2683.00
01/01/2024 23:00:00 - 02/01/2024 00:00:00;340.00;n/e;n/e;753.00;9594.00;424.00;16.00;n/e;n/e;635.00;34.00;2129.00;200.00;n/e;n/e;1095.00;n/e;0.00;313.00;0.00;2941.00
02/01/2024 00:00:00 - 02/01/2024 01:00:00;343.00;n/e;n/e;751.00;7595.00;425.00;26.00;n/e;n/e;635.00;0.00;2102.00;102.00;n/e;n/e;1097.00;n/e;0.00;322.00;0.00;3241.00
02/01/2024 01:00:00 - 02/01/2024 02:00:00;347.00;n/e;n/e;752.00;6515.00;427.00;26.00;n/e;n/e;635.00;;1952.00;104.00;n/e;n/e;966.00;n/e;0.00;312.00;0.00;3351.00
02/01/2024 02:00:00 - 02/01/2024 03:00:00;350.00;n/e;n/e;752.00;6313.00;424.00;26.00;n/e;n/e;636.00;;1784.00;103.00;n/e;n/e;965.00;n/e;0.00;302.00;0.00;2995.00
02/01/2024 03:00:00 - 02/01/2024 04:00:00;349.00;n/e;n/e;752.00;6688.00;422.00;23.00;n/e;n/e;634.00;;1698.00;103.00;n/e;n/e;965.00;n/e;0.00;297.00;0.00;2529.00
02/01/2024 04:00:00 - 02/01/2024 05:00:00;348.00;n/e;n/e;751.00;6894.00;423.00;26.00;n/e;n/e;634.00;;1721.00;107.00;n/e;n/e;993.00;n/e;0.00;296.00;1.00;2306.00
02/01/2024 05:00:00 - 02/01/2024 06:00:00;346.00;n/e;n/e;751.00;7730.00;424.00;26.00;n/e;n/e;635.00;225.00;1894.00;126.00;n/e;n/e;1035.00;n/e;0.00;295.00;2.00;2227.00
02/01/2024 06:00:00 - 02/01/2024 07:00:00;351.00;n/e;n/e;751.00;10703.00;431.00;26.00;n/e;n/e;623.00;181.00;2011.00;239.00;n/e;n/e;1357.00;n/e;0.00;281.00;13.00;2120.00
02/01/2024 07:00:00 - 02/01/2024 08:00:00;345.00;n/e;n/e;750.00;12523.00;434.00;26.00;n/e;n/e;628.00;274.00;3135.00;356.00;n/e;n/e;1593.00;n/e;48.00;279.00;7.00;2302.00
02/01/2024 08:00:00 - 02/01/2024 09:00:00;345.00;n/e;n/e;749.00;13098.00;433.00;16.00;n/e;n/e;631.00;625.00;3978.00;538.00;n/e;n/e;1687.00;n/e;1254.00;284.00;5.00;2199.00
02/01/2024 09:00:00 - 02/01/2024 10:00:00;342.00;n/e;n/e;747.00;13211.00;432.00;26.00;n/e;n/e;630.00;553.00;3876.00;483.00;n/e;n/e;1724.00;n/e;3353.00;275.00;3.00;1917.00
02/01/2024 10:00:00 - 02/01/2024 11:00:00;344.00;n/e;n/e;748.00;12881.00;433.00;21.00;n/e;n/e;626.00;35.00;3364.00;369.00;n/e;n/e;1729.00;n/e;4839.00;277.00;2.00;2190.00
02/01/2024 11:00:00 - 02/01/2024 12:00:00;348.00;n/e;n/e;750.00;12014.00;434.00;16.00;n/e;n/e;625.00;62.00;2612.00;343.00;n/e;n/e;1709.00;n/e;5104.00;278.00;1.00;2616.00
02/01/2024 12:00:00 - 02/01/2024 13:00:00;356.00;n/e;n/e;751.00;11151.00;433.00;16.00;n/e;n/e;625.00;62.00;2299.00;306.00;n/e;n/e;1691.00;n/e;4944.00;281.00;0.00;3184.00
02/01/2024 13:00:00 - 02/01/2024 14:00:00;354.00;n/e;n/e;751.00;11151.00;433.00;16.00;n/e;n/e;626.00;62.00;2203.00;236.00;n/e;n/e;1647.00;n/e;4651.00;283.00;0.00;3529.00
02/01/2024 14:00:00 - 02/01/2024 15:00:00;364.00;n/e;n/e;753.00;12453.00;433.00;20.00;n/e;n/e;627.00;63.00;2257.00;324.00;n/e;n/e;1675.00;n/e;4109.00;301.00;0.00;3648.00
02/01/2024 15:00:00 - 02/01/2024 16:00:00;367.00;n/e;n/e;751.00;13162.00;434.00;16.00;n/e;n/e;627.00;311.00;2695.00;392.00;n/e;n/e;1716.00;n/e;2023.00;302.00;0.00;4019.00
02/01/2024 16:00:00 - 02/01/2024 17:00:00;367.00;n/e;n/e;751.00;13962.00;434.00;26.00;n/e;n/e;631.00;708.00;3518.00;578.00;n/e;n/e;1783.00;n/e;275.00;312.00;4.00;4144.00
02/01/2024 17:00:00 - 02/01/2024 18:00:00;371.00;n/e;n/e;750.00;14476.00;434.00;16.00;n/e;n/e;629.00;959.00;4817.00;820.00;n/e;n/e;1769.00;n/e;0.00;313.00;3.00;4154.00
02/01/2024 18:00:00 - 02/01/2024 19:00:00;371.00;n/e;n/e;751.00;14387.00;434.00;17.00;n/e;n/e;629.00;830.00;4570.00;689.00;n/e;n/e;1731.00;n/e;0.00;315.00;2.00;4611.00
02/01/2024 19:00:00 - 02/01/2024 20:00:00;375.00;n/e;n/e;750.00;14218.00;434.00;27.00;n/e;n/e;630.00;684.00;4530.00;590.00;n/e;n/e;1749.00;n/e;0.00;318.00;0.00;4760.00
02/01/2024 20:00:00 - 02/01/2024 21:00:00;378.00;n/e;n/e;751.00;13534.00;433.00;17.00;n/e;n/e;629.00;200.00;3949.00;410.00;n/e;n/e;1701.00;n/e;0.00;319.00;2.00;5010.00
02/01/2024 21:00:00 - 02/01/2024 22:00:00;378.00;n/e;n/e;752.00;12082.00;433.00;17.00;n/e;n/e;630.00;189.00;2738.00;366.00;n/e;n/e;1562.00;n/e;0.00;325.00;3.00;5229.00
02/01/2024 22:00:00 - 02/01/2024 23:00:00;380.00;n/e;n/e;752.00;9555.00;422.00;16.00;n/e;n/e;630.00;3.00;2354.00;317.00;n/e;n/e;1426.00;n/e;0.00;342.00;1.00;5377.00
02/01/2024 23:00:00 - 03/01/2024 00:00:00;368.00;n/e;n/e;750.00;7586.00;423.00;16.00;n/e;n/e;629.00;;2140.00;106.00;n/e;n/e;1166.00;n/e;0.00;338.00;0.00;5482.00
03/01/2024 00:00:00 - 03/01/2024 01:00:00;365.00;n/e;n/e;771.00;5685.00;422.00;17.00;n/e;n/e;630.00;;2095.00;114.00;n/e;n/e;962.00;n/e;0.00;345.00;0.00;5418.00
03/01/2024 01:00:00 - 03/01/2024 02:00:00;372.00;n/e;n/e;752.00;4808.00;424.00;26.00;n/e;n/e;630.00;0.00;1836.00;113.00;n/e;n/e;862.00;n/e;0.00;348.00;0.00;5551.00
03/01/2024 02:00:00 - 03/01/2024 03:00:00;369.00;n/e;n/e;763.00;4385.00;424.00;26.00;n/e;n/e;631.00;0.00;1761.00;113.00;n/e;n/e;858.00;n/e;0.00;347.00;0.00;6000.00
03/01/2024 03:00:00 - 03/01/2024 04:00:00;372.00;n/e;n/e;763.00;4035.00;424.00;26.00;n/e;n/e;630.00;0.00;1774.00;112.00;n/e;n/e;834.00;n/e;0.00;350.00;1.00;6321.00
03/01/2024 04:00:00 - 03/01/2024 05:00:00;373.00;n/e;n/e;753.00;4215.00;424.00;16.00;n/e;n/e;628.00;0.00;1787.00;113.00;n/e;n/e;877.00;n/e;0.00;343.00;0.00;6422.00
03/01/2024 05:00:00 - 03/01/2024 06:00:00;375.00;n/e;n/e;768.00;4870.00;427.00;17.00;n/e;n/e;628.00;0.00;1864.00;114.00;n/e;n/e;957.00;n/e;0.00;334.00;1.00;6425.00
03/01/2024 06:00:00 - 03/01/2024 07:00:00;377.00;n/e;n/e;764.00;6483.00;432.00;16.00;n/e;n/e;628.00;150.00;2016.00;224.00;n/e;n/e;1076.00;n/e;0.00;318.00;4.00;6404.00
03/01/2024 07:00:00 - 03/01/2024 08:00:00;374.00;n/e;n/e;761.00;8766.00;434.00;16.00;n/e;n/e;627.00;152.00;2564.00;394.00;n/e;n/e;1313.00;n/e;20.00;319.00;2.00;6587.00
03/01/2024 08:00:00 - 03/01/2024 09:00:00;373.00;n/e;n/e;757.00;10225.00;434.00;16.00;n/e;n/e;627.00;321.00;4244.00;560.00;n/e;n/e;1502.00;n/e;401.00;313.00;7.00;6552.00
03/01/2024 09:00:00 - 03/01/2024 10:00:00;374.00;n/e;n/e;753.00;10552.00;433.00;16.00;n/e;n/e;626.00;152.00;3793.00;542.00;n/e;n/e;1569.00;n/e;1588.00;319.00;10.00;6583.00
03/01/2024 10:00:00 - 03/01/2024 11:00:00;376.00;n/e;n/e;752.00;10056.00;432.00;16.00;n/e;n/e;627.00;150.00;2647.00;438.00;n/e;n/e;1523.00;n/e;3343.00;339.00;6.00;6834.00
03/01/2024 11:00:00 - 03/01/2024 12:00:00;377.00;n/e;n/e;754.00;9066.00;430.00;16.00;n/e;n/e;623.00;150.00;2317.00;380.00;n/e;n/e;1388.00;n/e;4042.00;338.00;5.00;7115.00
03/01/2024 12:00:00 - 03/01/2024 13:00:00;376.00;n/e;n/e;750.00;7652.00;422.00;16.00;n/e;n/e;625.00;124.00;2336.00;265.00;n/e;n/e;1362.00;n/e;4932.00;347.00;5.00;7218.00
03/01/2024 13:00:00 - 03/01/2024 14:00:00;377.00;n/e;n/e;751.00;6998.00;420.00;16.00;n/e;n/e;625.00;59.00;2316.00;255.00;n/e;n/e;1309.00;n/e;4698.00;343.00;17.00;7257.00
03/01/2024 14:00:00 - 03/01/2024 15:00:00;380.00;n/e;n/e;755.00;8397.00;422.00;16.00;n/e;n/e;625.00;60.00;2508.00;260.00;n/e;n/e;1398.00;n/e;3231.00;347.00;10.00;7305.00
03/01/2024 15:00:00 - 03/01/2024 16:00:00;382.00;n/e;n/e;757.00;10239.00;439.00;16.00;n/e;n/e;625.00;239.00;2581.00;380.00;n/e;n/e;1423.00;n/e;1367.00;346.00;26.00;6848.00
03/01/2024 16:00:00 - 03/01/2024 17:00:00;381.00;n/e;n/e;752.00;11203.00;431.00;16.00;n/e;n/e;625.00;464.00;3691.00;527.00;n/e;n/e;1610.00;n/e;189.00;347.00;28.00;6405.00
03/01/2024 17:00:00 - 03/01/2024 18:00:00;384.00;n/e;n/e;751.00;12036.00;424.00;16.00;n/e;n/e;626.00;916.00;5241.00;950.00;n/e;n/e;1737.00;n/e;0.00;348.00;28.00;6251.00
03/01/2024 18:00:00 - 03/01/2024 19:00:00;379.00;n/e;n/e;755.00;12252.00;424.00;16.00;n/e;n/e;626.00;753.00;5068.00;682.00;n/e;n/e;1721.00;n/e;0.00;348.00;28.00;6051.00
03/01/2024 19:00:00 - 03/01/2024 20:00:00;384.00;n/e;n/e;754.00;12334.00;424.00;19.00;n/e;n/e;627.00;756.00;4730.00;631.00;n/e;n/e;1761.00;n/e;0.00;348.00;19.00;6093.00
03/01/2024 20:00:00 - 03/01/2024 21:00:00;382.00;n/e;n/e;759.00;12054.00;424.00;19.00;n/e;n/e;625.00;375.00;3313.00;527.00;n/e;n/e;1700.00;n/e;0.00;344.00;24.00;6048.00
03/01/2024 21:00:00 - 03/01/2024 22:00:00;382.00;n/e;n/e;751.00;10652.00;424.00;16.00;n/e;n/e;626.00;203.00;2677.00;397.00;n/e;n/e;1506.00;n/e;0.00;346.00;11.00;6286.00
03/01/2024 22:00:00 - 03/01/2024 23:00:00;390.00;n/e;n/e;758.00;8122.00;422.00;16.00;n/e;n/e;626.00;0.00;2346.00;300.00;n/e;n/e;1306.00;n/e;0.00;370.00;14.00;6664.00
03/01/2024 23:00:00 - 04/01/2024 00:00:00;385.00;n/e;n/e;752.00;5621.00;423.00;22.00;n/e;n/e;626.00;0.00;2147.00;268.00;n/e;n/e;1184.00;n/e;0.00;377.00;5.00;6750.00
04/01/2024 00:00:00 - 04/01/2024 01:00:00;384.00;n/e;n/e;752.00;4445.00;420.00;16.00;n/e;n/e;626.00;0.00;2037.00;180.00;n/e;n/e;1021.00;n/e;0.00;379.00;4.00;6651.00
04/01/2024 01:00:00 - 04/01/2024 02:00:00;386.00;n/e;n/e;751.00;4023.00;422.00;16.00;n/e;n/e;624.00;0.00;1932.00;121.00;n/e;n/e;929.00;n/e;0.00;379.00;2.00;6675.00
04/01/2024 02:00:00 - 04/01/2024 03:00:00;384.00;n/e;n/e;760.00;3950.00;425.00;16.00;n/e;n/e;625.00;0.00;1823.00;120.00;n/e;n/e;924.00;n/e;0.00;377.00;0.00;6519.00
04/01/2024 03:00:00 - 04/01/2024 04:00:00;364.00;n/e;n/e;753.00;3932.00;427.00;16.00;n/e;n/e;626.00;0.00;1813.00;128.00;n/e;n/e;920.00;n/e;0.00;379.00;0.00;6260.00
04/01/2024 04:00:00 - 04/01/2024 05:00:00;360.00;n/e;n/e;753.00;4017.00;424.00;16.00;n/e;n/e;626.00;0.00;1890.00;138.00;n/e;n/e;923.00;n/e;0.00;376.00;0.00;6285.00
04/01/2024 05:00:00 - 04/01/2024 06:00:00;364.00;n/e;n/e;756.00;4473.00;426.00;16.00;n/e;n/e;626.00;0.00;1973.00;169.00;n/e;n/e;1032.00;n/e;0.00;359.00;0.00;6286.00
04/01/2024 06:00:00 - 04/01/2024 07:00:00;371.00;n/e;n/e;767.00;6267.00;435.00;26.00;n/e;n/e;626.00;154.00;2157.00;364.00;n/e;n/e;1237.00;n/e;0.00;351.00;0.00;6511.00
04/01/2024 07:00:00 - 04/01/2024 08:00:00;379.00;n/e;n/e;768.00;8016.00;438.00;16.00;n/e;n/e;626.00;418.00;3358.00;463.00;n/e;n/e;1395.00;n/e;83.00;354.00;0.00;6532.00
04/01/2024 08:00:00 - 04/01/2024 09:00:00;386.00;n/e;n/e;766.00;8400.00;437.00;16.00;n/e;n/e;626.00;472.00;4266.00;535.00;n/e;n/e;1483.00;n/e;1011.00;345.00;0.00;6455.00
04/01/2024 09:00:00 - 04/01/2024 10:00:00;359.00;n/e;n/e;785.00;8069.00;435.00;16.00;n/e;n/e;625.00;659.00;4075.00;467.00;n/e;n/e;1511.00;n/e;3506.00;348.00;0.00;6211.00
04/01/2024 10:00:00 - 04/01/2024 11:00:00;381.00;n/e;n/e;774.00;7345.00;433.00;21.00;n/e;n/e;626.00;29.00;3091.00;336.00;n/e;n/e;1451.00;n/e;6106.00;346.00;0.00;5982.00
04/01/2024 11:00:00 - 04/01/2024 12:00:00;391.00;n/e;n/e;760.00;6582.00;429.00;26.00;n/e;n/e;627.00;4.00;2558.00;282.00;n/e;n/e;1378.00;n/e;7465.00;349.00;0.00;5931.00
04/01/2024 12:00:00 - 04/01/2024 13:00:00;396.00;n/e;n/e;766.00;6217.00;422.00;26.00;n/e;n/e;630.00;69.00;2416.00;266.00;n/e;n/e;1301.00;n/e;7707.00;351.00;0.00;5938.00
04/01/2024 13:00:00 - 04/01/2024 14:00:00;399.00;n/e;n/e;771.00;6864.00;423.00;16.00;n/e;n/e;631.00;157.00;2519.00;348.00;n/e;n/e;1291.00;n/e;7023.00;350.00;2.00;5917.00
04/01/2024 14:00:00 - 04/01/2024 15:00:00;399.00;n/e;n/e;752.00;7718.00;425.00;16.00;n/e;n/e;630.00;165.00;2711.00;388.00;n/e;n/e;1460.00;n/e;5213.00;357.00;24.00;5746.00
04/01/2024 15:00:00 - 04/01/2024 16:00:00;397.00;n/e;n/e;747.00;9691.00;426.00;16.00;n/e;n/e;631.00;240.00;2767.00;421.00;n/e;n/e;1559.00;n/e;2356.00;346.00;21.00;5129.00
04/01/2024 16:00:00 - 04/01/2024 17:00:00;402.00;n/e;n/e;738.00;12001.00;424.00;16.00;n/e;n/e;632.00;483.00;3958.00;565.00;n/e;n/e;1573.00;n/e;322.00;348.00;11.00;4477.00
04/01/2024 17:00:00 - 04/01/2024 18:00:00;403.00;n/e;n/e;637.00;12947.00;390.00;21.00;n/e;n/e;633.00;812.00;5042.00;725.00;n/e;n/e;1592.00;n/e;0.00;356.00;1.00;4028.00
04/01/2024 18:00:00 - 04/01/2024 19:00:00;404.00;n/e;n/e;594.00;12976.00;415.00;26.00;n/e;n/e;634.00;1001.00;5612.00;898.00;n/e;n/e;1628.00;n/e;0.00;361.00;0.00;3789.00
04/01/2024 19:00:00 - 04/01/2024 20:00:00;394.00;n/e;n/e;597.00;13082.00;424.00;26.00;n/e;n/e;632.00;1002.00;5381.00;1061.00;n/e;n/e;1616.00;n/e;0.00;361.00;2.00;3736.00
04/01/2024 20:00:00 - 04/01/2024 21:00:00;385.00;n/e;n/e;598.00;12933.00;424.00;26.00;n/e;n/e;632.00;673.00;4468.00;624.00;n/e;n/e;1579.00;n/e;0.00;353.00;3.00;3358.00
04/01/2024 21:00:00 - 04/01/2024 22:00:00;394.00;n/e;n/e;603.00;11951.00;423.00;26.00;n/e;n/e;632.00;359.00;3264.00;557.00;n/e;n/e;1464.00;n/e;0.00;354.00;3.00;3063.00
04/01/2024 22:00:00 - 04/01/2024 23:00:00;396.00;n/e;n/e;602.00;10514.00;389.00;16.00;n/e;n/e;631.00;0.00;2569.00;450.00;n/e;n/e;1208.00;n/e;0.00;369.00;2.00;2988.00
04/01/2024 23:00:00 - 05/01/2024 00:00:00;397.00;n/e;n/e;601.00;8950.00;334.00;16.00;n/e;n/e;631.00;0.00;2131.00;356.00;n/e;n/e;1048.00;n/e;0.00;363.00;1.00;2812.00
05/01/2024 00:00:00 - 05/01/2024 01:00:00;383.00;n/e;n/e;594.00;6549.00;353.00;26.00;n/e;n/e;632.00;2.00;2047.00;279.00;n/e;n/e;852.00;n/e;0.00;368.00;0.00;2773.00
05/01/2024 01:00:00 - 05/01/2024 02:00:00;386.00;n/e;n/e;589.00;5817.00;428.00;16.00;n/e;n/e;632.00;3.00;1936.00;231.00;n/e;n/e;852.00;n/e;0.00;374.00;0.00;3045.00
05/01/2024 02:00:00 - 05/01/2024 03:00:00;383.00;n/e;n/e;581.00;5583.00;398.00;26.00;n/e;n/e;632.00;4.00;1814.00;191.00;n/e;n/e;842.00;n/e;0.00;378.00;0.00;2750.00
05/01/2024 03:00:00 - 05/01/2024 04:00:00;380.00;n/e;n/e;580.00;5774.00;424.00;19.00;n/e;n/e;632.00;4.00;1785.00;201.00;n/e;n/e;830.00;n/e;0.00;376.00;0.00;2516.00
05/01/2024 04:00:00 - 05/01/2024 05:00:00;385.00;n/e;n/e;583.00;5820.00;424.00;16.00;n/e;n/e;632.00;4.00;1842.00;201.00;n/e;n/e;870.00;n/e;0.00;367.00;0.00;2532.00
05/01/2024 05:00:00 - 05/01/2024 06:00:00;377.00;n/e;n/e;579.00;6108.00;462.00;16.00;n/e;n/e;631.00;5.00;1920.00;207.00;n/e;n/e;924.00;n/e;0.00;362.00;0.00;3010.00
05/01/2024 06:00:00 - 05/01/2024 07:00:00;381.00;n/e;n/e;581.00;7608.00;483.00;26.00;n/e;n/e;631.00;182.00;2309.00;362.00;n/e;n/e;999.00;n/e;0.00;358.00;1.00;3678.00
05/01/2024 07:00:00 - 05/01/2024 08:00:00;370.00;n/e;n/e;590.00;9581.00;489.00;16.00;n/e;n/e;628.00;312.00;3867.00;429.00;n/e;n/e;1123.00;n/e;68.00;361.00;3.00;3601.00
05/01/2024 08:00:00 - 05/01/2024 09:00:00;374.00;n/e;n/e;601.00;10749.00;488.00;29.00;n/e;n/e;629.00;789.00;4577.00;632.00;n/e;n/e;1155.00;n/e;909.00;358.00;9.00;3613.00
05/01/2024 09:00:00 - 05/01/2024 10:00:00;386.00;n/e;n/e;608.00;10849.00;485.00;58.00;n/e;n/e;626.00;1283.00;4746.00;754.00;n/e;n/e;1177.00;n/e;2010.00;353.00;8.00;3732.00
05/01/2024 10:00:00 - 05/01/2024 11:00:00;392.00;n/e;n/e;595.00;10933.00;481.00;45.00;n/e;n/e;626.00;720.00;4239.00;597.00;n/e;n/e;1137.00;n/e;2610.00;356.00;12.00;3692.00
05/01/2024 11:00:00 - 05/01/2024 12:00:00;392.00;n/e;n/e;596.00;10968.00;443.00;16.00;n/e;n/e;624.00;251.00;4547.00;547.00;n/e;n/e;1043.00;n/e;2613.00;361.00;27.00;3964.00
05/01/2024 12:00:00 - 05/01/2024 13:00:00;396.00;n/e;n/e;583.00;10845.00;432.00;23.00;n/e;n/e;624.00;387.00;4562.00;521.00;n/e;n/e;1010.00;n/e;2257.00;357.00;21.00;4041.00
05/01/2024 13:00:00 - 05/01/2024 14:00:00;393.00;n/e;n/e;589.00;10899.00;414.00;23.00;n/e;n/e;624.00;100.00;4270.00;415.00;n/e;n/e;1006.00;n/e;1841.00;355.00;16.00;4114.00
05/01/2024 14:00:00 - 05/01/2024 15:00:00;396.00;n/e;n/e;579.00;10930.00;384.00;66.00;n/e;n/e;623.00;483.00;4471.00;557.00;n/e;n/e;1178.00;n/e;1134.00;358.00;23.00;4027.00
05/01/2024 15:00:00 - 05/01/2024 16:00:00;406.00;n/e;n/e;585.00;11430.00;456.00;80.00;n/e;n/e;625.00;756.00;4626.00;730.00;n/e;n/e;1308.00;n/e;568.00;350.00;27.00;3904.00
05/01/2024 16:00:00 - 05/01/2024 17:00:00;395.00;n/e;n/e;595.00;12058.00;478.00;56.00;n/e;n/e;626.00;916.00;5035.00;726.00;n/e;n/e;1370.00;n/e;89.00;351.00;29.00;3884.00
05/01/2024 17:00:00 - 05/01/2024 18:00:00;405.00;n/e;n/e;586.00;11814.00;474.00;26.00;n/e;n/e;625.00;1386.00;5591.00;1096.00;n/e;n/e;1383.00;n/e;0.00;358.00;27.00;4080.00
05/01/2024 18:00:00 - 05/01/2024 19:00:00;406.00;n/e;n/e;588.00;11787.00;489.00;25.00;n/e;n/e;625.00;1328.00;5694.00;811.00;n/e;n/e;1394.00;n/e;0.00;355.00;29.00;4126.00
05/01/2024 19:00:00 - 05/01/2024 20:00:00;403.00;n/e;n/e;588.00;11566.00;550.00;16.00;n/e;n/e;625.00;1123.00;5372.00;631.00;n/e;n/e;1341.00;n/e;0.00;355.00;30.00;4048.00
05/01/2024 20:00:00 - 05/01/2024 21:00:00;405.00;n/e;n/e;587.00;11267.00;550.00;16.00;n/e;n/e;624.00;645.00;4312.00;497.00;n/e;n/e;1317.00;n/e;0.00;353.00;30.00;4063.00
05/01/2024 21:00:00 - 05/01/2024 22:00:00;410.00;n/e;n/e;584.00;10192.00;549.00;16.00;n/e;n/e;624.00;499.00;3434.00;430.00;n/e;n/e;1296.00;n/e;0.00;356.00;30.00;4125.00
