Timestep ;Biomass (MW);Energy storage (MW);Fossil Brown coal/Lignite (MW);Fossil Coal-derived gas (MW);Fossil Gas (MW);Fossil Hard coal (MW);Fossil Oil (MW);Fossil Oil shale (MW);Fossil Peat (MW);Geothermal (MW);Hydro Pumped Storage (MW);Hydro Run-of-river and pondage (MW);Hydro Water Reservoir (MW);Marine (MW);Nuclear (MW);Other (MW);Other renewable (MW);Solar (MW);Waste (MW);Wind Offshore (MW);Wind Onshore (MW)
22/04/2024 16:00:00 - 22/04/2024 17:00:00;614.00;n/e;n/e;570.00;13330.00;423.00;4.00;n/e;n/e;608.00;0.00;5187.00;823.00;n/e;n/e;1671.00;n/e;6794.00;279.00;1.00;3205.00
22/04/2024 17:00:00 - 22/04/2024 18:00:00;616.00;n/e;n/e;553.00;14012.00;423.00;4.00;n/e;n/e;606.00;0.00;5657.00;853.00;n/e;n/e;1990.00;n/e;4828.00;275.00;0.00;3349.00
22/04/2024 18:00:00 - 22/04/2024 19:00:00;617.00;n/e;n/e;566.00;15370.00;452.00;4.00;n/e;n/e;605.00;828.00;6155.00;923.00;n/e;n/e;2319.00;n/e;2632.00;272.00;2.00;3134.00
22/04/2024 19:00:00 - 22/04/2024 20:00:00;617.00;n/e;n/e;564.00;16553.00;522.00;4.00;n/e;n/e;599.00;1710.00;6680.00;1106.00;n/e;n/e;2488.00;n/e;708.00;275.00;1.00;2856.00
22/04/2024 20:00:00 - 22/04/2024 21:00:00;615.00;n/e;n/e;557.00;16655.00;528.00;4.00;n/e;n/e;601.00;2240.00;6748.00;1308.00;n/e;n/e;2552.00;n/e;52.00;276.00;0.00;2605.00
22/04/2024 21:00:00 - 22/04/2024 22:00:00;617.00;n/e;n/e;562.00;15253.00;472.00;4.00;n/e;n/e;609.00;1391.00;6217.00;1050.00;n/e;n/e;2486.00;n/e;0.00;280.00;0.00;2144.00
22/04/2024 22:00:00 - 22/04/2024 23:00:00;613.00;n/e;n/e;584.00;13440.00;469.00;4.00;n/e;n/e;614.00;796.00;5639.00;838.00;n/e;n/e;2349.00;n/e;0.00;286.00;1.00;1773.00
22/04/2024 23:00:00 - 23/04/2024 00:00:00;615.00;n/e;n/e;605.00;12471.00;469.00;4.00;n/e;n/e;613.00;489.00;4664.00;696.00;n/e;n/e;2154.00;n/e;0.00;283.00;0.00;1571.00
23/04/2024 00:00:00 - 23/04/2024 01:00:00;614.00;n/e;n/e;579.00;9965.00;468.00;4.00;n/e;n/e;614.00;242.00;4651.00;596.00;n/e;n/e;1235.00;n/e;0.00;280.00;0.00;1517.00
23/04/2024 01:00:00 - 23/04/2024 02:00:00;609.00;n/e;n/e;565.00;8852.00;467.00;4.00;n/e;n/e;613.00;79.00;4596.00;594.00;n/e;n/e;1123.00;n/e;0.00;279.00;1.00;1744.00
23/04/2024 02:00:00 - 23/04/2024 03:00:00;611.00;n/e;n/e;567.00;8164.00;466.00;4.00;n/e;n/e;615.00;69.00;4304.00;544.00;n/e;n/e;1058.00;n/e;0.00;274.00;0.00;2184.00
23/04/2024 03:00:00 - 23/04/2024 04:00:00;607.00;n/e;n/e;580.00;7647.00;465.00;4.00;n/e;n/e;615.00;69.00;4020.00;484.00;n/e;n/e;1071.00;n/e;0.00;275.00;0.00;2790.00
23/04/2024 04:00:00 - 23/04/2024 05:00:00;607.00;n/e;n/e;569.00;7519.00;465.00;4.00;n/e;n/e;614.00;0.00;3981.00;485.00;n/e;n/e;1232.00;n/e;0.00;272.00;0.00;3244.00
23/04/2024 05:00:00 - 23/04/2024 06:00:00;608.00;n/e;n/e;568.00;8662.00;466.00;4.00;n/e;n/e;614.00;217.00;4103.00;494.00;n/e;n/e;1427.00;n/e;0.00;278.00;0.00;3437.00
23/04/2024 06:00:00 - 23/04/2024 07:00:00;606.00;n/e;n/e;561.00;12375.00;466.00;4.00;n/e;n/e;615.00;471.00;4962.00;814.00;n/e;n/e;1589.00;n/e;94.00;271.00;0.00;3484.00
23/04/2024 07:00:00 - 23/04/2024 08:00:00;601.00;n/e;n/e;558.00;15197.00;405.00;4.00;n/e;n/e;613.00;1318.00;6115.00;1070.00;n/e;n/e;1768.00;n/e;1450.00;269.00;1.00;3230.00
23/04/2024 08:00:00 - 23/04/2024 09:00:00;594.00;n/e;n/e;572.00;14641.00;344.00;4.00;n/e;n/e;613.00;1985.00;6237.00;1039.00;n/e;n/e;1835.00;n/e;4074.00;259.00;0.00;3067.00
23/04/2024 09:00:00 - 23/04/2024 10:00:00;593.00;n/e;n/e;565.00;13661.00;323.00;4.00;n/e;n/e;612.00;1985.00;6005.00;1089.00;n/e;n/e;1840.00;n/e;6782.00;259.00;0.00;3144.00
23/04/2024 10:00:00 - 23/04/2024 11:00:00;595.00;n/e;n/e;560.00;13109.00;299.00;4.00;n/e;n/e;613.00;1686.00;5423.00;946.00;n/e;n/e;1848.00;n/e;7798.00;266.00;0.00;3319.00
23/04/2024 11:00:00 - 23/04/2024 12:00:00;588.00;n/e;n/e;555.00;12146.00;299.00;4.00;n/e;n/e;614.00;1520.00;4926.00;876.00;n/e;n/e;1709.00;n/e;8982.00;266.00;0.00;3793.00
23/04/2024 12:00:00 - 23/04/2024 13:00:00;586.00;n/e;n/e;554.00;10765.00;300.00;4.00;n/e;n/e;615.00;544.00;4553.00;689.00;n/e;n/e;1693.00;n/e;10191.00;270.00;0.00;4280.00
23/04/2024 13:00:00 - 23/04/2024 14:00:00;592.00;n/e;n/e;567.00;9988.00;299.00;4.00;n/e;n/e;614.00;;4097.00;664.00;n/e;n/e;1628.00;n/e;10171.00;269.00;2.00;5163.00
23/04/2024 14:00:00 - 23/04/2024 15:00:00;612.00;n/e;n/e;571.00;9852.00;302.00;4.00;n/e;n/e;615.00;9.00;4510.00;714.00;n/e;n/e;1577.00;n/e;10749.00;269.00;1.00;5980.00
23/04/2024 15:00:00 - 23/04/2024 16:00:00;621.00;n/e;n/e;595.00;10218.00;302.00;4.00;n/e;n/e;615.00;0.00;4708.00;680.00;n/e;n/e;1551.00;n/e;9329.00;267.00;3.00;6628.00
23/04/2024 16:00:00 - 23/04/2024 17:00:00;622.00;n/e;n/e;586.00;9811.00;303.00;4.00;n/e;n/e;615.00;472.00;5132.00;758.00;n/e;n/e;1601.00;n/e;8721.00;269.00;2.00;6962.00
23/04/2024 17:00:00 - 23/04/2024 18:00:00;620.00;n/e;n/e;567.00;10389.00;304.00;4.00;n/e;n/e;615.00;555.00;5026.00;765.00;n/e;n/e;1722.00;n/e;6111.00;260.00;1.00;6998.00
23/04/2024 18:00:00 - 23/04/2024 19:00:00;605.00;n/e;n/e;566.00;12010.00;343.00;4.00;n/e;n/e;614.00;809.00;5634.00;868.00;n/e;n/e;1854.00;n/e;3019.00;260.00;0.00;6781.00
23/04/2024 19:00:00 - 23/04/2024 20:00:00;609.00;n/e;n/e;564.00;12450.00;380.00;4.00;n/e;n/e;615.00;1540.00;6482.00;1131.00;n/e;n/e;1959.00;n/e;456.00;266.00;0.00;6126.00
23/04/2024 20:00:00 - 23/04/2024 21:00:00;615.00;n/e;n/e;545.00;12607.00;444.00;4.00;n/e;n/e;617.00;2253.00;6700.00;1283.00;n/e;n/e;2023.00;n/e;26.00;264.00;0.00;5596.00
23/04/2024 21:00:00 - 23/04/2024 22:00:00;626.00;n/e;n/e;560.00;11925.00;463.00;4.00;n/e;n/e;614.00;1630.00;6197.00;1075.00;n/e;n/e;1928.00;n/e;0.00;270.00;3.00;5434.00
23/04/2024 22:00:00 - 23/04/2024 23:00:00;625.00;n/e;n/e;561.00;10716.00;462.00;4.00;n/e;n/e;598.00;375.00;5223.00;890.00;n/e;n/e;1771.00;n/e;0.00;278.00;15.00;5358.00
23/04/2024 23:00:00 - 24/04/2024 00:00:00;622.00;n/e;n/e;567.00;9082.00;422.00;4.00;n/e;n/e;598.00;91.00;4901.00;604.00;n/e;n/e;1593.00;n/e;0.00;285.00;8.00;4997.00
24/04/2024 00:00:00 - 24/04/2024 01:00:00;621.00;n/e;n/e;571.00;8582.00;362.00;4.00;n/e;n/e;597.00;0.00;4198.00;378.00;n/e;n/e;1558.00;n/e;0.00;287.00;8.00;4410.00
24/04/2024 01:00:00 - 24/04/2024 02:00:00;623.00;n/e;n/e;563.00;7833.00;345.00;4.00;n/e;n/e;616.00;0.00;3763.00;371.00;n/e;n/e;1422.00;n/e;0.00;287.00;10.00;4038.00
24/04/2024 02:00:00 - 24/04/2024 03:00:00;626.00;n/e;n/e;572.00;7404.00;346.00;4.00;n/e;n/e;618.00;0.00;3586.00;351.00;n/e;n/e;1354.00;n/e;0.00;287.00;4.00;3488.00
24/04/2024 03:00:00 - 24/04/2024 04:00:00;621.00;n/e;n/e;570.00;7794.00;345.00;4.00;n/e;n/e;619.00;0.00;3561.00;343.00;n/e;n/e;1313.00;n/e;0.00;293.00;1.00;3091.00
24/04/2024 04:00:00 - 24/04/2024 05:00:00;612.00;n/e;n/e;570.00;8285.00;346.00;4.00;n/e;n/e;619.00;0.00;3580.00;352.00;n/e;n/e;1331.00;n/e;0.00;297.00;0.00;2670.00
24/04/2024 05:00:00 - 24/04/2024 06:00:00;610.00;n/e;n/e;568.00;9287.00;345.00;4.00;n/e;n/e;620.00;0.00;4018.00;404.00;n/e;n/e;1443.00;n/e;0.00;293.00;0.00;2686.00
24/04/2024 06:00:00 - 24/04/2024 07:00:00;613.00;n/e;n/e;572.00;10935.00;346.00;4.00;n/e;n/e;620.00;484.00;4955.00;646.00;n/e;n/e;1465.00;n/e;119.00;280.00;0.00;3300.00
24/04/2024 07:00:00 - 24/04/2024 08:00:00;609.00;n/e;n/e;580.00;12840.00;386.00;4.00;n/e;n/e;618.00;1129.00;6083.00;863.00;n/e;n/e;1496.00;n/e;1036.00;280.00;0.00;3205.00
24/04/2024 08:00:00 - 24/04/2024 09:00:00;603.00;n/e;n/e;564.00;13123.00;357.00;4.00;n/e;n/e;618.00;2329.00;6193.00;1070.00;n/e;n/e;1503.00;n/e;3320.00;286.00;0.00;2866.00
24/04/2024 09:00:00 - 24/04/2024 10:00:00;588.00;n/e;n/e;569.00;12599.00;360.00;4.00;n/e;n/e;613.00;1535.00;5409.00;864.00;n/e;n/e;1404.00;n/e;6287.00;288.00;1.00;3308.00
24/04/2024 10:00:00 - 24/04/2024 11:00:00;579.00;n/e;n/e;573.00;11797.00;398.00;4.00;n/e;n/e;613.00;442.00;4601.00;687.00;n/e;n/e;1186.00;n/e;7797.00;302.00;4.00;3695.00
24/04/2024 11:00:00 - 24/04/2024 12:00:00;585.00;n/e;n/e;579.00;10972.00;401.00;4.00;n/e;n/e;618.00;;4400.00;556.00;n/e;n/e;1172.00;n/e;8387.00;305.00;4.00;4576.00
24/04/2024 12:00:00 - 24/04/2024 13:00:00;586.00;n/e;n/e;587.00;9754.00;367.00;4.00;n/e;n/e;618.00;;3818.00;522.00;n/e;n/e;1091.00;n/e;9518.00;312.00;3.00;4853.00
24/04/2024 13:00:00 - 24/04/2024 14:00:00;601.00;n/e;n/e;590.00;8942.00;341.00;4.00;n/e;n/e;618.00;;3654.00;534.00;n/e;n/e;1023.00;n/e;9589.00;321.00;2.00;5292.00
24/04/2024 14:00:00 - 24/04/2024 15:00:00;600.00;n/e;n/e;612.00;8990.00;342.00;4.00;n/e;n/e;618.00;;3724.00;532.00;n/e;n/e;1016.00;n/e;8888.00;325.00;3.00;5580.00
24/04/2024 15:00:00 - 24/04/2024 16:00:00;583.00;n/e;n/e;613.00;9750.00;343.00;4.00;n/e;n/e;618.00;;3926.00;535.00;n/e;n/e;1016.00;n/e;8227.00;323.00;5.00;5405.00
24/04/2024 16:00:00 - 24/04/2024 17:00:00;579.00;n/e;n/e;616.00;10407.00;343.00;4.00;n/e;n/e;617.00;0.00;4171.00;604.00;n/e;n/e;1071.00;n/e;7556.00;319.00;3.00;5281.00
24/04/2024 17:00:00 - 24/04/2024 18:00:00;583.00;n/e;n/e;568.00;11654.00;344.00;4.00;n/e;n/e;618.00;0.00;4609.00;698.00;n/e;n/e;1373.00;n/e;6714.00;314.00;4.00;4674.00
24/04/2024 18:00:00 - 24/04/2024 19:00:00;585.00;n/e;n/e;563.00;13067.00;345.00;4.00;n/e;n/e;618.00;570.00;5418.00;787.00;n/e;n/e;1584.00;n/e;3159.00;312.00;24.00;4360.00
24/04/2024 19:00:00 - 24/04/2024 20:00:00;594.00;n/e;n/e;568.00;14136.00;345.00;4.00;n/e;n/e;618.00;1413.00;6419.00;1155.00;n/e;n/e;1695.00;n/e;838.00;316.00;18.00;3767.00
24/04/2024 20:00:00 - 24/04/2024 21:00:00;604.00;n/e;n/e;555.00;14512.00;377.00;4.00;n/e;n/e;617.00;2205.00;6733.00;1210.00;n/e;n/e;1689.00;n/e;79.00;314.00;13.00;3554.00
24/04/2024 21:00:00 - 24/04/2024 22:00:00;602.00;n/e;n/e;561.00;13112.00;436.00;4.00;n/e;n/e;619.00;1220.00;5967.00;1037.00;n/e;n/e;1726.00;n/e;0.00;319.00;12.00;3753.00
24/04/2024 22:00:00 - 24/04/2024 23:00:00;600.00;n/e;n/e;569.00;11791.00;416.00;4.00;n/e;n/e;616.00;587.00;4696.00;907.00;n/e;n/e;1691.00;n/e;0.00;321.00;7.00;3977.00
24/04/2024 23:00:00 - 25/04/2024 00:00:00;596.00;n/e;n/e;568.00;10012.00;345.00;4.00;n/e;n/e;618.00;425.00;4162.00;643.00;n/e;n/e;1574.00;n/e;0.00;316.00;8.00;3966.00
25/04/2024 00:00:00 - 25/04/2024 01:00:00;602.00;n/e;n/e;604.00;8730.00;343.00;5.00;n/e;n/e;618.00;;4504.00;521.00;n/e;n/e;1345.00;n/e;0.00;312.00;12.00;4014.00
25/04/2024 01:00:00 - 25/04/2024 02:00:00;604.00;n/e;n/e;600.00;7694.00;343.00;5.00;n/e;n/e;618.00;;4716.00;511.00;n/e;n/e;1345.00;n/e;0.00;308.00;7.00;3566.00
25/04/2024 02:00:00 - 25/04/2024 03:00:00;609.00;n/e;n/e;579.00;7498.00;344.00;5.00;n/e;n/e;619.00;37.00;4430.00;513.00;n/e;n/e;1324.00;n/e;0.00;304.00;6.00;3367.00
25/04/2024 03:00:00 - 25/04/2024 04:00:00;606.00;n/e;n/e;573.00;7581.00;344.00;5.00;n/e;n/e;620.00;368.00;4770.00;553.00;n/e;n/e;1333.00;n/e;0.00;310.00;2.00;3440.00
25/04/2024 04:00:00 - 25/04/2024 05:00:00;608.00;n/e;n/e;592.00;7681.00;342.00;5.00;n/e;n/e;621.00;444.00;5148.00;710.00;n/e;n/e;1356.00;n/e;0.00;323.00;2.00;3553.00
25/04/2024 05:00:00 - 25/04/2024 06:00:00;607.00;n/e;n/e;597.00;7607.00;342.00;5.00;n/e;n/e;620.00;446.00;5215.00;741.00;n/e;n/e;1400.00;n/e;0.00;317.00;2.00;3847.00
25/04/2024 06:00:00 - 25/04/2024 07:00:00;607.00;n/e;n/e;605.00;7577.00;344.00;5.00;n/e;n/e;620.00;438.00;5054.00;874.00;n/e;n/e;1388.00;n/e;216.00;302.00;3.00;3711.00
25/04/2024 07:00:00 - 25/04/2024 08:00:00;606.00;n/e;n/e;598.00;7365.00;344.00;5.00;n/e;n/e;620.00;459.00;5517.00;1054.00;n/e;n/e;1357.00;n/e;2334.00;304.00;1.00;3042.00
25/04/2024 08:00:00 - 25/04/2024 09:00:00;607.00;n/e;n/e;599.00;7276.00;342.00;5.00;n/e;n/e;616.00;657.00;5401.00;996.00;n/e;n/e;1383.00;n/e;6056.00;306.00;0.00;2690.00
25/04/2024 09:00:00 - 25/04/2024 10:00:00;608.00;n/e;n/e;600.00;5024.00;342.00;5.00;n/e;n/e;615.00;400.00;4501.00;656.00;n/e;n/e;1333.00;n/e;9381.00;317.00;0.00;2740.00
25/04/2024 10:00:00 - 25/04/2024 11:00:00;612.00;n/e;n/e;596.00;4444.00;339.00;5.00;n/e;n/e;615.00;1.00;4139.00;455.00;n/e;n/e;1300.00;n/e;10868.00;323.00;0.00;2736.00
25/04/2024 11:00:00 - 25/04/2024 12:00:00;614.00;n/e;n/e;602.00;3619.00;312.00;5.00;n/e;n/e;615.00;114.00;3643.00;367.00;n/e;n/e;1144.00;n/e;12838.00;326.00;1.00;3023.00
25/04/2024 12:00:00 - 25/04/2024 13:00:00;615.00;n/e;n/e;607.00;3779.00;297.00;5.00;n/e;n/e;616.00;247.00;3376.00;353.00;n/e;n/e;1060.00;n/e;12810.00;329.00;3.00;3406.00
25/04/2024 13:00:00 - 25/04/2024 14:00:00;611.00;n/e;n/e;600.00;3633.00;297.00;5.00;n/e;n/e;616.00;28.00;3510.00;335.00;n/e;n/e;1101.00;n/e;12703.00;324.00;8.00;3994.00
25/04/2024 14:00:00 - 25/04/2024 15:00:00;612.00;n/e;n/e;610.00;3256.00;296.00;5.00;n/e;n/e;615.00;;3140.00;331.00;n/e;n/e;1074.00;n/e;12172.00;321.00;8.00;4502.00
25/04/2024 15:00:00 - 25/04/2024 16:00:00;611.00;n/e;n/e;606.00;3773.00;301.00;5.00;n/e;n/e;615.00;;3140.00;336.00;n/e;n/e;1018.00;n/e;11999.00;326.00;11.00;4577.00
25/04/2024 16:00:00 - 25/04/2024 17:00:00;607.00;n/e;n/e;601.00;4306.00;316.00;5.00;n/e;n/e;615.00;0.00;3243.00;386.00;n/e;n/e;1047.00;n/e;10384.00;321.00;28.00;4174.00
25/04/2024 17:00:00 - 25/04/2024 18:00:00;585.00;n/e;n/e;601.00;6600.00;345.00;5.00;n/e;n/e;615.00;54.00;3708.00;459.00;n/e;n/e;1259.00;n/e;7104.00;303.00;30.00;3968.00
25/04/2024 18:00:00 - 25/04/2024 19:00:00;601.00;n/e;n/e;603.00;9638.00;377.00;5.00;n/e;n/e;615.00;649.00;4614.00;679.00;n/e;n/e;1455.00;n/e;3447.00;300.00;24.00;3541.00
25/04/2024 19:00:00 - 25/04/2024 20:00:00;599.00;n/e;n/e;603.00;11944.00;330.00;5.00;n/e;n/e;615.00;1400.00;5842.00;1059.00;n/e;n/e;1628.00;n/e;901.00;310.00;5.00;2992.00
25/04/2024 20:00:00 - 25/04/2024 21:00:00;598.00;n/e;n/e;602.00;13084.00;339.00;5.00;n/e;n/e;615.00;2137.00;6485.00;1185.00;n/e;n/e;1733.00;n/e;86.00;314.00;9.00;2300.00
25/04/2024 21:00:00 - 25/04/2024 22:00:00;596.00;n/e;n/e;598.00;12777.00;346.00;5.00;n/e;n/e;615.00;2267.00;6088.00;1056.00;n/e;n/e;1731.00;n/e;0.00;314.00;7.00;2145.00
25/04/2024 22:00:00 - 25/04/2024 23:00:00;613.00;n/e;n/e;609.00;12359.00;329.00;5.00;n/e;n/e;616.00;1180.00;5578.00;997.00;n/e;n/e;1688.00;n/e;0.00;323.00;3.00;2046.00
25/04/2024 23:00:00 - 26/04/2024 00:00:00;614.00;n/e;n/e;604.00;11596.00;343.00;5.00;n/e;n/e;617.00;599.00;5021.00;702.00;n/e;n/e;1571.00;n/e;0.00;325.00;1.00;1743.00
26/04/2024 00:00:00 - 26/04/2024 01:00:00;614.00;n/e;n/e;597.00;9331.00;346.00;5.00;n/e;n/e;617.00;457.00;3800.00;545.00;n/e;n/e;1223.00;n/e;0.00;324.00;0.00;1529.00
26/04/2024 01:00:00 - 26/04/2024 02:00:00;616.00;n/e;n/e;596.00;7647.00;345.00;5.00;n/e;n/e;617.00;302.00;3435.00;449.00;n/e;n/e;1147.00;n/e;0.00;336.00;0.00;1285.00
26/04/2024 02:00:00 - 26/04/2024 03:00:00;618.00;n/e;n/e;598.00;6778.00;345.00;5.00;n/e;n/e;617.00;;3223.00;447.00;n/e;n/e;1154.00;n/e;0.00;335.00;0.00;1100.00
26/04/2024 03:00:00 - 26/04/2024 04:00:00;616.00;n/e;n/e;603.00;6632.00;346.00;5.00;n/e;n/e;616.00;;3146.00;483.00;n/e;n/e;1112.00;n/e;0.00;329.00;0.00;1058.00
26/04/2024 04:00:00 - 26/04/2024 05:00:00;613.00;n/e;n/e;611.00;6758.00;345.00;5.00;n/e;n/e;616.00;0.00;3155.00;486.00;n/e;n/e;1131.00;n/e;0.00;328.00;0.00;1261.00
26/04/2024 05:00:00 - 26/04/2024 06:00:00;611.00;n/e;n/e;611.00;7397.00;346.00;5.00;n/e;n/e;616.00;17.00;3486.00;491.00;n/e;n/e;1202.00;n/e;0.00;308.00;0.00;1340.00
26/04/2024 06:00:00 - 26/04/2024 07:00:00;613.00;n/e;n/e;606.00;9546.00;345.00;5.00;n/e;n/e;616.00;573.00;4160.00;531.00;n/e;n/e;1549.00;n/e;173.00;301.00;0.00;1418.00
26/04/2024 07:00:00 - 26/04/2024 08:00:00;604.00;n/e;n/e;601.00;10585.00;348.00;5.00;n/e;n/e;615.00;885.00;5389.00;793.00;n/e;n/e;1645.00;n/e;1803.00;294.00;0.00;1338.00
26/04/2024 08:00:00 - 26/04/2024 09:00:00;602.00;n/e;n/e;598.00;11398.00;374.00;5.00;n/e;n/e;614.00;1095.00;5918.00;1075.00;n/e;n/e;1693.00;n/e;4765.00;298.00;0.00;1358.00
26/04/2024 09:00:00 - 26/04/2024 10:00:00;607.00;n/e;n/e;608.00;10786.00;385.00;5.00;n/e;n/e;614.00;612.00;5208.00;855.00;n/e;n/e;1700.00;n/e;8153.00;309.00;0.00;1534.00
26/04/2024 10:00:00 - 26/04/2024 11:00:00;601.00;n/e;n/e;610.00;8905.00;348.00;5.00;n/e;n/e;614.00;356.00;4758.00;720.00;n/e;n/e;1675.00;n/e;10138.00;315.00;1.00;1763.00
26/04/2024 11:00:00 - 26/04/2024 12:00:00;605.00;n/e;n/e;608.00;8087.00;343.00;5.00;n/e;n/e;614.00;166.00;4079.00;494.00;n/e;n/e;1527.00;n/e;10838.00;309.00;1.00;1983.00
26/04/2024 12:00:00 - 26/04/2024 13:00:00;608.00;n/e;n/e;602.00;8016.00;343.00;5.00;n/e;n/e;617.00;0.00;3474.00;423.00;n/e;n/e;1279.00;n/e;11424.00;322.00;1.00;2110.00
26/04/2024 13:00:00 - 26/04/2024 14:00:00;610.00;n/e;n/e;578.00;8102.00;343.00;5.00;n/e;n/e;617.00;13.00;3445.00;418.00;n/e;n/e;1261.00;n/e;11210.00;322.00;3.00;2165.00
26/04/2024 14:00:00 - 26/04/2024 15:00:00;606.00;n/e;n/e;578.00;8808.00;344.00;5.00;n/e;n/e;614.00;108.00;3496.00;451.00;n/e;n/e;1337.00;n/e;10389.00;320.00;6.00;2142.00
26/04/2024 15:00:00 - 26/04/2024 16:00:00;611.00;n/e;n/e;573.00;9743.00;345.00;5.00;n/e;n/e;613.00;113.00;3920.00;555.00;n/e;n/e;1341.00;n/e;8913.00;323.00;6.00;1994.00
26/04/2024 16:00:00 - 26/04/2024 17:00:00;613.00;n/e;n/e;567.00;11244.00;344.00;5.00;n/e;n/e;613.00;153.00;4075.00;701.00;n/e;n/e;1400.00;n/e;7026.00;329.00;6.00;1813.00
26/04/2024 17:00:00 - 26/04/2024 18:00:00;616.00;n/e;n/e;565.00;13639.00;332.00;5.00;n/e;n/e;616.00;406.00;4692.00;757.00;n/e;n/e;1474.00;n/e;5036.00;322.00;7.00;1658.00
26/04/2024 18:00:00 - 26/04/2024 19:00:00;609.00;n/e;n/e;574.00;14238.00;323.00;5.00;n/e;n/e;616.00;530.00;5228.00;909.00;n/e;n/e;1722.00;n/e;2858.00;312.00;6.00;1446.00
26/04/2024 19:00:00 - 26/04/2024 20:00:00;607.00;n/e;n/e;574.00;14951.00;347.00;5.00;n/e;n/e;616.00;1623.00;5843.00;955.00;n/e;n/e;1747.00;n/e;732.00;313.00;5.00;1335.00
26/04/2024 20:00:00 - 26/04/2024 21:00:00;603.00;n/e;n/e;568.00;15236.00;347.00;5.00;n/e;n/e;615.00;2109.00;5920.00;914.00;n/e;n/e;1776.00;n/e;45.00;313.00;5.00;1303.00
26/04/2024 21:00:00 - 26/04/2024 22:00:00;604.00;n/e;n/e;573.00;13496.00;346.00;5.00;n/e;n/e;614.00;1377.00;5209.00;779.00;n/e;n/e;1766.00;n/e;0.00;319.00;4.00;1203.00
26/04/2024 22:00:00 - 26/04/2024 23:00:00;603.00;n/e;n/e;563.00;12440.00;346.00;5.00;n/e;n/e;612.00;591.00;4351.00;597.00;n/e;n/e;1628.00;n/e;0.00;328.00;2.00;1105.00
26/04/2024 23:00:00 - 27/04/2024 00:00:00;596.00;n/e;n/e;568.00;10364.00;346.00;5.00;n/e;n/e;612.00;330.00;3791.00;531.00;n/e;n/e;1463.00;n/e;0.00;334.00;2.00;1051.00
27/04/2024 00:00:00 - 27/04/2024 01:00:00;598.00;n/e;n/e;566.00;8872.00;346.00;5.00;n/e;n/e;613.00;221.00;3372.00;544.00;n/e;n/e;1308.00;n/e;0.00;338.00;1.00;1000.00
27/04/2024 01:00:00 - 27/04/2024 02:00:00;599.00;n/e;n/e;562.00;7751.00;314.00;5.00;n/e;n/e;612.00;216.00;3201.00;488.00;n/e;n/e;1167.00;n/e;0.00;334.00;1.00;916.00
27/04/2024 02:00:00 - 27/04/2024 03:00:00;599.00;n/e;n/e;571.00;7816.00;316.00;5.00;n/e;n/e;613.00;0.00;3109.00;463.00;n/e;n/e;1076.00;n/e;0.00;338.00;0.00;920.00
27/04/2024 03:00:00 - 27/04/2024 04:00:00;600.00;n/e;n/e;594.00;7738.00;332.00;5.00;n/e;n/e;613.00;0.00;3121.00;461.00;n/e;n/e;1130.00;n/e;0.00;341.00;1.00;859.00
27/04/2024 04:00:00 - 27/04/2024 05:00:00;598.00;n/e;n/e;584.00;7997.00;339.00;5.00;n/e;n/e;613.00;0.00;3213.00;465.00;n/e;n/e;1082.00;n/e;0.00;346.00;0.00;815.00
27/04/2024 05:00:00 - 27/04/2024 06:00:00;597.00;n/e;n/e;584.00;8279.00;310.00;5.00;n/e;n/e;613.00;135.00;3435.00;479.00;n/e;n/e;1079.00;n/e;0.00;340.00;0.00;772.00
27/04/2024 06:00:00 - 27/04/2024 07:00:00;598.00;n/e;n/e;593.00;9455.00;302.00;5.00;n/e;n/e;613.00;397.00;4344.00;534.00;n/e;n/e;1153.00;n/e;231.00;320.00;0.00;786.00
27/04/2024 07:00:00 - 27/04/2024 08:00:00;600.00;n/e;n/e;572.00;9688.00;306.00;5.00;n/e;n/e;612.00;955.00;5085.00;882.00;n/e;n/e;1262.00;n/e;2263.00;322.00;0.00;742.00
27/04/2024 08:00:00 - 27/04/2024 09:00:00;598.00;n/e;n/e;576.00;9755.00;332.00;5.00;n/e;n/e;611.00;2095.00;5864.00;1217.00;n/e;n/e;1232.00;n/e;5261.00;320.00;0.00;614.00
27/04/2024 09:00:00 - 27/04/2024 10:00:00;597.00;n/e;n/e;615.00;9466.00;369.00;5.00;n/e;n/e;609.00;1578.00;5240.00;916.00;n/e;n/e;1113.00;n/e;7816.00;334.00;0.00;606.00
27/04/2024 10:00:00 - 27/04/2024 11:00:00;595.00;n/e;n/e;608.00;9025.00;345.00;5.00;n/e;n/e;609.00;625.00;4065.00;622.00;n/e;n/e;1012.00;n/e;9989.00;336.00;1.00;782.00
27/04/2024 11:00:00 - 27/04/2024 12:00:00;591.00;n/e;n/e;604.00;8283.00;335.00;5.00;n/e;n/e;610.00;232.00;3371.00;442.00;n/e;n/e;914.00;n/e;10432.00;340.00;2.00;915.00
27/04/2024 12:00:00 - 27/04/2024 13:00:00;577.00;n/e;n/e;585.00;6748.00;337.00;5.00;n/e;n/e;610.00;37.00;3175.00;404.00;n/e;n/e;898.00;n/e;11097.00;341.00;3.00;1158.00
27/04/2024 13:00:00 - 27/04/2024 14:00:00;579.00;n/e;n/e;582.00;6426.00;298.00;5.00;n/e;n/e;608.00;0.00;3011.00;381.00;n/e;n/e;860.00;n/e;11219.00;347.00;4.00;1387.00
