Timestep ;Biomass (MW);Energy storage (MW);Fossil Brown coal/Lignite (MW);Fossil Coal-derived gas (MW);Fossil Gas (MW);Fossil Hard coal (MW);Fossil Oil (MW);Fossil Oil shale (MW);Fossil Peat (MW);Geothermal (MW);Hydro Pumped Storage (MW);Hydro Run-of-river and pondage (MW);Hydro Water Reservoir (MW);Marine (MW);Nuclear (MW);Other (MW);Other renewable (MW);Solar (MW);Waste (MW);Wind Offshore (MW);Wind Onshore (MW)
29/10/2024 05:00:00 - 29/10/2024 06:00:00;307.70;n/e;n/e;n/e;739.70;0.00;n/e;n/e;n/e;n/e;51.50;390.40;427.50;n/e;n/e;29.50;n/e;0.10;n/e;8.30;3496.10
29/10/2024 06:00:00 - 29/10/2024 07:00:00;309.20;n/e;n/e;n/e;755.40;0.00;n/e;n/e;n/e;n/e;74.20;788.30;297.90;n/e;n/e;30.00;n/e;0.10;n/e;10.30;3514.40
29/10/2024 07:00:00 - 29/10/2024 08:00:00;308.00;n/e;n/e;n/e;742.50;0.00;n/e;n/e;n/e;n/e;1109.60;1577.70;167.70;n/e;n/e;28.70;n/e;0.10;n/e;2.60;3664.20
29/10/2024 08:00:00 - 29/10/2024 09:00:00;306.80;n/e;n/e;n/e;765.50;0.00;n/e;n/e;n/e;n/e;1294.40;1688.80;178.70;n/e;n/e;29.10;n/e;99.20;n/e;0.30;3767.50
29/10/2024 09:00:00 - 29/10/2024 10:00:00;297.40;n/e;n/e;n/e;797.70;0.00;n/e;n/e;n/e;n/e;491.20;1249.80;43.60;n/e;n/e;30.40;n/e;442.80;n/e;2.10;3589.40
29/10/2024 10:00:00 - 29/10/2024 11:00:00;295.10;n/e;n/e;n/e;776.30;0.00;n/e;n/e;n/e;n/e;660.00;1009.50;362.00;n/e;n/e;29.80;n/e;783.60;n/e;9.10;3444.00
29/10/2024 11:00:00 - 29/10/2024 12:00:00;297.30;n/e;n/e;n/e;788.50;0.00;n/e;n/e;n/e;n/e;243.50;708.80;233.20;n/e;n/e;29.80;n/e;1097.60;n/e;6.30;3245.80
29/10/2024 12:00:00 - 29/10/2024 13:00:00;288.10;n/e;n/e;n/e;782.30;0.00;n/e;n/e;n/e;n/e;309.30;632.60;375.00;n/e;n/e;29.90;n/e;1127.00;n/e;10.30;3199.80
29/10/2024 13:00:00 - 29/10/2024 14:00:00;289.80;n/e;n/e;n/e;810.40;0.00;n/e;n/e;n/e;n/e;349.20;678.80;358.90;n/e;n/e;30.00;n/e;1070.30;n/e;3.70;2807.00
29/10/2024 14:00:00 - 29/10/2024 15:00:00;291.60;n/e;n/e;n/e;807.40;0.00;n/e;n/e;n/e;n/e;521.90;716.80;327.80;n/e;n/e;30.10;n/e;1066.50;n/e;3.70;2457.90
29/10/2024 15:00:00 - 29/10/2024 16:00:00;294.70;n/e;n/e;n/e;799.80;0.00;n/e;n/e;n/e;n/e;922.60;634.20;417.90;n/e;n/e;30.20;n/e;874.60;n/e;5.20;2357.20
29/10/2024 16:00:00 - 29/10/2024 17:00:00;307.60;n/e;n/e;n/e;782.00;0.00;n/e;n/e;n/e;n/e;1165.10;711.80;622.60;n/e;n/e;30.00;n/e;653.60;n/e;10.50;2390.00
29/10/2024 17:00:00 - 29/10/2024 18:00:00;310.00;n/e;n/e;n/e;766.50;0.00;n/e;n/e;n/e;n/e;1041.30;1055.90;674.80;n/e;n/e;30.10;n/e;271.50;n/e;10.60;2524.00
29/10/2024 18:00:00 - 29/10/2024 19:00:00;309.90;n/e;n/e;n/e;621.80;0.00;n/e;n/e;n/e;n/e;768.80;1727.50;688.80;n/e;n/e;30.20;n/e;17.70;n/e;16.80;2909.50
29/10/2024 19:00:00 - 29/10/2024 20:00:00;311.40;n/e;n/e;n/e;606.90;0.00;n/e;n/e;n/e;n/e;1057.90;1912.40;938.10;n/e;n/e;30.20;n/e;0.30;n/e;17.20;3353.20
29/10/2024 20:00:00 - 29/10/2024 21:00:00;315.60;n/e;n/e;n/e;610.30;0.00;n/e;n/e;n/e;n/e;1792.70;1627.20;914.10;n/e;n/e;30.40;n/e;0.20;n/e;14.90;3663.10
29/10/2024 21:00:00 - 29/10/2024 22:00:00;312.50;n/e;n/e;n/e;609.40;0.00;n/e;n/e;n/e;n/e;1353.40;1388.40;885.00;n/e;n/e;29.60;n/e;0.20;n/e;10.40;3388.00
29/10/2024 22:00:00 - 29/10/2024 23:00:00;313.50;n/e;n/e;n/e;608.30;0.00;n/e;n/e;n/e;n/e;815.80;974.30;488.20;n/e;n/e;29.50;n/e;0.20;n/e;4.90;3275.30
29/10/2024 23:00:00 - 30/10/2024 00:00:00;317.40;n/e;n/e;n/e;607.10;0.00;n/e;n/e;n/e;n/e;228.10;615.80;495.20;n/e;n/e;29.80;n/e;0.20;n/e;18.90;3170.60
30/10/2024 00:00:00 - 30/10/2024 01:00:00;318.30;n/e;n/e;n/e;733.10;0.00;n/e;n/e;n/e;n/e;3.70;533.40;295.40;n/e;n/e;30.70;n/e;0.20;n/e;24.50;3127.30
30/10/2024 01:00:00 - 30/10/2024 02:00:00;315.30;n/e;n/e;n/e;707.00;0.00;n/e;n/e;n/e;n/e;0.00;520.00;102.00;n/e;n/e;30.70;n/e;0.10;n/e;24.30;3297.20
30/10/2024 02:00:00 - 30/10/2024 03:00:00;291.40;n/e;n/e;n/e;753.80;0.00;n/e;n/e;n/e;n/e;0.00;518.50;95.70;n/e;n/e;30.10;n/e;0.10;n/e;21.80;3076.40
30/10/2024 03:00:00 - 30/10/2024 04:00:00;305.80;n/e;n/e;n/e;751.10;0.00;n/e;n/e;n/e;n/e;0.00;474.40;95.40;n/e;n/e;30.60;n/e;0.10;n/e;24.30;2910.00
30/10/2024 04:00:00 - 30/10/2024 05:00:00;322.20;n/e;n/e;n/e;742.50;0.00;n/e;n/e;n/e;n/e;50.00;470.90;131.80;n/e;n/e;30.30;n/e;0.10;n/e;25.00;2932.50
30/10/2024 05:00:00 - 30/10/2024 06:00:00;325.60;n/e;n/e;n/e;770.60;0.00;n/e;n/e;n/e;n/e;0.60;563.90;139.70;n/e;n/e;30.70;n/e;0.10;n/e;25.00;2708.50
30/10/2024 06:00:00 - 30/10/2024 07:00:00;320.40;n/e;n/e;n/e;732.00;0.00;n/e;n/e;n/e;n/e;137.80;799.60;319.70;n/e;n/e;29.20;n/e;0.10;n/e;19.80;2527.00
30/10/2024 07:00:00 - 30/10/2024 08:00:00;319.40;n/e;n/e;n/e;733.00;0.00;n/e;n/e;n/e;n/e;967.60;1193.20;158.40;n/e;n/e;28.00;n/e;0.10;n/e;15.50;2343.50
30/10/2024 08:00:00 - 30/10/2024 09:00:00;315.70;n/e;n/e;n/e;735.00;0.00;n/e;n/e;n/e;n/e;1357.20;1426.70;698.10;n/e;n/e;29.10;n/e;104.90;n/e;2.10;2198.30
30/10/2024 09:00:00 - 30/10/2024 10:00:00;299.20;n/e;n/e;n/e;702.80;0.00;n/e;n/e;n/e;n/e;643.40;1215.50;433.20;n/e;n/e;30.40;n/e;639.20;n/e;0.10;2095.40
30/10/2024 10:00:00 - 30/10/2024 11:00:00;306.00;n/e;n/e;n/e;801.20;0.00;n/e;n/e;n/e;n/e;201.00;749.10;328.90;n/e;n/e;31.10;n/e;1189.60;n/e;0.10;1961.00
30/10/2024 11:00:00 - 30/10/2024 12:00:00;312.20;n/e;n/e;n/e;805.00;0.00;n/e;n/e;n/e;n/e;214.50;638.00;339.90;n/e;n/e;30.70;n/e;1380.10;n/e;0.00;1661.40
30/10/2024 12:00:00 - 30/10/2024 13:00:00;316.20;n/e;n/e;n/e;811.60;0.00;n/e;n/e;n/e;n/e;202.40;545.90;339.70;n/e;n/e;30.90;n/e;1392.00;n/e;0.00;1444.60
30/10/2024 13:00:00 - 30/10/2024 14:00:00;314.60;n/e;n/e;n/e;828.90;0.00;n/e;n/e;n/e;n/e;14.40;586.30;351.10;n/e;n/e;30.80;n/e;1361.70;n/e;0.00;1205.30
30/10/2024 14:00:00 - 30/10/2024 15:00:00;312.00;n/e;n/e;n/e;927.70;0.00;n/e;n/e;n/e;n/e;106.90;589.50;356.10;n/e;n/e;31.30;n/e;1233.80;n/e;0.40;1006.50
30/10/2024 15:00:00 - 30/10/2024 16:00:00;309.60;n/e;n/e;n/e;953.00;0.00;n/e;n/e;n/e;n/e;286.40;695.60;336.60;n/e;n/e;31.30;n/e;835.00;n/e;1.60;979.60
30/10/2024 16:00:00 - 30/10/2024 17:00:00;303.60;n/e;n/e;n/e;972.30;0.00;n/e;n/e;n/e;n/e;1097.50;841.30;473.20;n/e;n/e;31.00;n/e;418.30;n/e;1.70;1022.50
30/10/2024 17:00:00 - 30/10/2024 18:00:00;300.60;n/e;n/e;n/e;991.80;0.00;n/e;n/e;n/e;n/e;1998.00;1501.90;787.00;n/e;n/e;30.80;n/e;179.10;n/e;1.00;1165.80
30/10/2024 18:00:00 - 30/10/2024 19:00:00;306.00;n/e;n/e;n/e;1058.10;0.00;n/e;n/e;n/e;n/e;1867.50;1839.90;846.80;n/e;n/e;31.30;n/e;20.40;n/e;2.60;1694.80
30/10/2024 19:00:00 - 30/10/2024 20:00:00;318.10;n/e;n/e;n/e;1014.60;0.00;n/e;n/e;n/e;n/e;1987.10;1852.80;680.00;n/e;n/e;30.90;n/e;0.30;n/e;6.70;2200.40
30/10/2024 20:00:00 - 30/10/2024 21:00:00;323.00;n/e;n/e;n/e;1015.90;0.00;n/e;n/e;n/e;n/e;1875.70;1981.00;687.80;n/e;n/e;31.30;n/e;0.30;n/e;5.90;2502.20
30/10/2024 21:00:00 - 30/10/2024 22:00:00;320.50;n/e;n/e;n/e;1014.50;0.00;n/e;n/e;n/e;n/e;1768.80;1759.70;386.90;n/e;n/e;30.90;n/e;0.20;n/e;10.40;2741.40
30/10/2024 22:00:00 - 30/10/2024 23:00:00;318.10;n/e;n/e;n/e;758.60;0.00;n/e;n/e;n/e;n/e;1262.80;1520.20;473.30;n/e;n/e;30.70;n/e;0.20;n/e;7.30;2950.00
30/10/2024 23:00:00 - 31/10/2024 00:00:00;310.10;n/e;n/e;n/e;608.40;0.00;n/e;n/e;n/e;n/e;560.20;1237.90;487.80;n/e;n/e;30.10;n/e;0.20;n/e;4.60;2854.80
31/10/2024 00:00:00 - 31/10/2024 01:00:00;296.90;n/e;n/e;n/e;733.60;0.00;n/e;n/e;n/e;n/e;525.00;811.30;190.10;n/e;n/e;29.40;n/e;0.20;n/e;2.00;3037.00
31/10/2024 01:00:00 - 31/10/2024 02:00:00;312.00;n/e;n/e;n/e;737.50;0.00;n/e;n/e;n/e;n/e;31.30;503.70;115.60;n/e;n/e;30.20;n/e;0.10;n/e;0.90;3150.60
31/10/2024 02:00:00 - 31/10/2024 03:00:00;325.90;n/e;n/e;n/e;730.90;0.00;n/e;n/e;n/e;n/e;167.80;447.20;156.60;n/e;n/e;30.90;n/e;0.10;n/e;0.60;3094.80
31/10/2024 03:00:00 - 31/10/2024 04:00:00;323.20;n/e;n/e;n/e;717.60;0.00;n/e;n/e;n/e;n/e;48.90;416.20;155.20;n/e;n/e;31.30;n/e;0.10;n/e;0.60;3048.60
31/10/2024 04:00:00 - 31/10/2024 05:00:00;322.00;n/e;n/e;n/e;723.70;0.00;n/e;n/e;n/e;n/e;42.10;377.90;142.00;n/e;n/e;31.30;n/e;0.10;n/e;1.70;2984.70
31/10/2024 05:00:00 - 31/10/2024 06:00:00;322.20;n/e;n/e;n/e;717.00;0.00;n/e;n/e;n/e;n/e;33.80;441.80;128.90;n/e;n/e;29.60;n/e;0.10;n/e;3.60;3003.00
31/10/2024 06:00:00 - 31/10/2024 07:00:00;310.60;n/e;n/e;n/e;717.00;0.00;n/e;n/e;n/e;n/e;532.40;1182.40;259.00;n/e;n/e;29.40;n/e;0.10;n/e;1.50;3001.20
31/10/2024 07:00:00 - 31/10/2024 08:00:00;317.40;n/e;n/e;n/e;660.40;0.00;n/e;n/e;n/e;n/e;2026.30;1557.90;459.90;n/e;n/e;30.40;n/e;0.10;n/e;1.30;2956.10
31/10/2024 08:00:00 - 31/10/2024 09:00:00;323.00;n/e;n/e;n/e;694.50;0.00;n/e;n/e;n/e;n/e;1999.50;1706.80;593.00;n/e;n/e;30.40;n/e;60.80;n/e;0.70;2962.30
31/10/2024 09:00:00 - 31/10/2024 10:00:00;331.80;n/e;n/e;n/e;711.50;0.00;n/e;n/e;n/e;n/e;1593.20;1712.10;383.70;n/e;n/e;30.80;n/e;330.50;n/e;4.10;2831.20
31/10/2024 10:00:00 - 31/10/2024 11:00:00;327.70;n/e;n/e;n/e;781.20;0.00;n/e;n/e;n/e;n/e;1214.60;1128.40;373.30;n/e;n/e;31.00;n/e;613.40;n/e;4.30;2584.10
31/10/2024 11:00:00 - 31/10/2024 12:00:00;319.20;n/e;n/e;n/e;784.50;0.00;n/e;n/e;n/e;n/e;201.70;779.60;135.60;n/e;n/e;30.90;n/e;863.80;n/e;1.20;2404.80
31/10/2024 12:00:00 - 31/10/2024 13:00:00;314.70;n/e;n/e;n/e;798.10;0.00;n/e;n/e;n/e;n/e;306.00;580.40;255.60;n/e;n/e;30.30;n/e;984.00;n/e;0.10;2321.10
31/10/2024 13:00:00 - 31/10/2024 14:00:00;310.90;n/e;n/e;n/e;835.30;0.00;n/e;n/e;n/e;n/e;189.00;624.60;141.30;n/e;n/e;30.50;n/e;983.00;n/e;0.00;2211.60
31/10/2024 14:00:00 - 31/10/2024 15:00:00;304.10;n/e;n/e;n/e;798.60;0.00;n/e;n/e;n/e;n/e;460.90;666.80;410.10;n/e;n/e;30.50;n/e;884.50;n/e;0.00;2213.10
31/10/2024 15:00:00 - 31/10/2024 16:00:00;299.40;n/e;n/e;n/e;763.30;0.00;n/e;n/e;n/e;n/e;1000.00;735.20;667.10;n/e;n/e;30.50;n/e;768.20;n/e;0.00;2373.00
31/10/2024 16:00:00 - 31/10/2024 17:00:00;300.70;n/e;n/e;n/e;765.00;0.00;n/e;n/e;n/e;n/e;1192.00;1059.90;862.70;n/e;n/e;30.60;n/e;554.70;n/e;0.00;2456.90
31/10/2024 17:00:00 - 31/10/2024 18:00:00;301.10;n/e;n/e;n/e;1008.00;0.00;n/e;n/e;n/e;n/e;1418.90;1935.10;862.00;n/e;n/e;30.50;n/e;274.80;n/e;0.00;2454.60
31/10/2024 18:00:00 - 31/10/2024 19:00:00;306.10;n/e;n/e;n/e;1174.30;0.00;n/e;n/e;n/e;n/e;1509.70;2085.40;906.20;n/e;n/e;30.10;n/e;17.40;n/e;0.00;2431.70
31/10/2024 19:00:00 - 31/10/2024 20:00:00;310.50;n/e;n/e;n/e;1251.80;0.00;n/e;n/e;n/e;n/e;1455.70;2083.50;569.00;n/e;n/e;30.40;n/e;0.30;n/e;0.00;2585.90
31/10/2024 20:00:00 - 31/10/2024 21:00:00;308.80;n/e;n/e;n/e;1292.70;0.00;n/e;n/e;n/e;n/e;1485.80;2046.50;447.40;n/e;n/e;30.80;n/e;0.20;n/e;0.30;2686.80
31/10/2024 21:00:00 - 31/10/2024 22:00:00;312.30;n/e;n/e;n/e;1278.90;0.00;n/e;n/e;n/e;n/e;1105.40;1900.20;368.70;n/e;n/e;30.40;n/e;0.20;n/e;0.40;2704.60
31/10/2024 22:00:00 - 31/10/2024 23:00:00;301.30;n/e;n/e;n/e;863.70;0.00;n/e;n/e;n/e;n/e;838.00;1840.20;892.30;n/e;n/e;31.30;n/e;0.20;n/e;0.60;2540.30
31/10/2024 23:00:00 - 01/11/2024 00:00:00;301.50;n/e;n/e;n/e;729.20;0.00;n/e;n/e;n/e;n/e;685.60;1184.30;419.80;n/e;n/e;31.20;n/e;0.20;n/e;0.10;2479.70
01/11/2024 00:00:00 - 01/11/2024 01:00:00;319.80;n/e;n/e;n/e;453.30;0.00;n/e;n/e;n/e;n/e;921.00;992.80;582.40;n/e;n/e;31.60;n/e;0.20;n/e;0.50;2492.10
01/11/2024 01:00:00 - 01/11/2024 02:00:00;324.10;n/e;n/e;n/e;325.90;0.00;n/e;n/e;n/e;n/e;955.90;836.20;524.30;n/e;n/e;31.40;n/e;0.20;n/e;0.70;2426.10
01/11/2024 02:00:00 - 01/11/2024 03:00:00;320.20;n/e;n/e;n/e;418.90;0.00;n/e;n/e;n/e;n/e;449.70;622.50;321.40;n/e;n/e;31.40;n/e;0.20;n/e;1.00;2339.00
01/11/2024 03:00:00 - 01/11/2024 04:00:00;327.20;n/e;n/e;n/e;444.50;0.00;n/e;n/e;n/e;n/e;91.40;598.60;144.50;n/e;n/e;31.50;n/e;0.20;n/e;1.10;2129.40
01/11/2024 04:00:00 - 01/11/2024 05:00:00;329.90;n/e;n/e;n/e;418.70;0.00;n/e;n/e;n/e;n/e;144.00;471.80;160.20;n/e;n/e;30.60;n/e;0.20;n/e;1.00;1977.50
01/11/2024 05:00:00 - 01/11/2024 06:00:00;329.00;n/e;n/e;n/e;432.40;0.00;n/e;n/e;n/e;n/e;86.50;628.00;128.50;n/e;n/e;29.10;n/e;0.20;n/e;0.50;1894.80
01/11/2024 06:00:00 - 01/11/2024 07:00:00;328.80;n/e;n/e;n/e;420.90;0.00;n/e;n/e;n/e;n/e;266.10;1296.80;158.90;n/e;n/e;28.50;n/e;0.20;n/e;1.20;1896.70
01/11/2024 07:00:00 - 01/11/2024 08:00:00;322.00;n/e;n/e;n/e;337.70;0.00;n/e;n/e;n/e;n/e;965.30;1303.30;516.50;n/e;n/e;29.40;n/e;0.20;n/e;3.10;1907.10
01/11/2024 08:00:00 - 01/11/2024 09:00:00;324.00;n/e;n/e;n/e;433.40;0.00;n/e;n/e;n/e;n/e;853.40;1306.80;149.10;n/e;n/e;30.10;n/e;30.50;n/e;2.70;2057.00
01/11/2024 09:00:00 - 01/11/2024 10:00:00;329.30;n/e;n/e;n/e;687.10;0.00;n/e;n/e;n/e;n/e;58.50;874.70;103.20;n/e;n/e;30.60;n/e;223.10;n/e;2.50;2178.50
01/11/2024 10:00:00 - 01/11/2024 11:00:00;330.90;n/e;n/e;n/e;718.80;0.00;n/e;n/e;n/e;n/e;15.90;572.80;84.10;n/e;n/e;30.40;n/e;404.50;n/e;2.60;2083.70
01/11/2024 11:00:00 - 01/11/2024 12:00:00;331.70;n/e;n/e;n/e;722.70;0.00;n/e;n/e;n/e;n/e;64.80;577.80;82.10;n/e;n/e;30.00;n/e;582.80;n/e;0.80;1835.10
01/11/2024 12:00:00 - 01/11/2024 13:00:00;335.00;n/e;n/e;n/e;733.30;0.00;n/e;n/e;n/e;n/e;182.60;596.40;120.60;n/e;n/e;30.30;n/e;813.00;n/e;0.20;1571.50
01/11/2024 13:00:00 - 01/11/2024 14:00:00;336.10;n/e;n/e;n/e;724.70;0.00;n/e;n/e;n/e;n/e;218.00;518.20;126.90;n/e;n/e;30.90;n/e;905.30;n/e;0.40;1481.30
01/11/2024 14:00:00 - 01/11/2024 15:00:00;337.20;n/e;n/e;n/e;716.20;0.00;n/e;n/e;n/e;n/e;98.30;501.70;100.00;n/e;n/e;30.90;n/e;788.40;n/e;0.30;1533.60
01/11/2024 15:00:00 - 01/11/2024 16:00:00;335.90;n/e;n/e;n/e;717.40;0.00;n/e;n/e;n/e;n/e;166.60;429.30;87.30;n/e;n/e;30.50;n/e;576.20;n/e;0.90;1470.50
01/11/2024 16:00:00 - 01/11/2024 17:00:00;334.00;n/e;n/e;n/e;564.30;0.00;n/e;n/e;n/e;n/e;755.10;443.50;102.30;n/e;n/e;30.70;n/e;387.60;n/e;0.10;1529.50
01/11/2024 17:00:00 - 01/11/2024 18:00:00;333.80;n/e;n/e;n/e;634.80;0.00;n/e;n/e;n/e;n/e;1856.90;770.20;912.30;n/e;n/e;29.40;n/e;132.20;n/e;0.00;1526.50
01/11/2024 18:00:00 - 01/11/2024 19:00:00;331.40;n/e;n/e;n/e;653.20;0.00;n/e;n/e;n/e;n/e;2527.90;1482.30;1002.90;n/e;n/e;29.00;n/e;6.60;n/e;0.00;1559.60
01/11/2024 19:00:00 - 01/11/2024 20:00:00;335.40;n/e;n/e;n/e;721.20;0.00;n/e;n/e;n/e;n/e;2682.50;1573.80;1005.80;n/e;n/e;30.30;n/e;0.00;n/e;0.30;1677.50
01/11/2024 20:00:00 - 01/11/2024 21:00:00;338.40;n/e;n/e;n/e;660.70;0.00;n/e;n/e;n/e;n/e;2182.10;1647.70;743.40;n/e;n/e;30.70;n/e;0.00;n/e;3.10;1693.20
01/11/2024 21:00:00 - 01/11/2024 22:00:00;336.20;n/e;n/e;n/e;644.10;0.00;n/e;n/e;n/e;n/e;2208.20;1780.00;1031.50;n/e;n/e;30.30;n/e;0.00;n/e;5.50;1533.50
01/11/2024 22:00:00 - 01/11/2024 23:00:00;306.50;n/e;n/e;n/e;643.30;0.00;n/e;n/e;n/e;n/e;1995.40;1454.70;884.10;n/e;n/e;29.20;n/e;0.00;n/e;2.70;1566.40
01/11/2024 23:00:00 - 02/11/2024 00:00:00;297.60;n/e;n/e;n/e;761.40;0.00;n/e;n/e;n/e;n/e;1453.70;1177.00;1054.60;n/e;n/e;28.20;n/e;0.00;n/e;0.20;1481.70
02/11/2024 00:00:00 - 02/11/2024 01:00:00;304.00;n/e;n/e;n/e;416.70;0.00;n/e;n/e;n/e;n/e;1041.70;733.80;392.00;n/e;n/e;29.20;n/e;0.00;n/e;0.00;1732.60
02/11/2024 01:00:00 - 02/11/2024 02:00:00;316.90;n/e;n/e;n/e;329.80;0.00;n/e;n/e;n/e;n/e;816.90;741.30;333.60;n/e;n/e;30.10;n/e;0.00;n/e;0.00;2060.40
02/11/2024 02:00:00 - 02/11/2024 03:00:00;336.00;n/e;n/e;n/e;407.10;0.00;n/e;n/e;n/e;n/e;621.30;697.70;362.50;n/e;n/e;30.30;n/e;0.00;n/e;0.00;2060.00
02/11/2024 03:00:00 - 02/11/2024 04:00:00;335.10;n/e;n/e;n/e;404.30;0.00;n/e;n/e;n/e;n/e;194.70;750.10;324.40;n/e;n/e;31.40;n/e;0.00;n/e;0.80;2036.20
02/11/2024 04:00:00 - 02/11/2024 05:00:00;335.50;n/e;n/e;n/e;450.50;0.00;n/e;n/e;n/e;n/e;293.70;734.30;482.30;n/e;n/e;29.40;n/e;0.10;n/e;0.70;1654.40
02/11/2024 05:00:00 - 02/11/2024 06:00:00;330.60;n/e;n/e;n/e;447.80;0.00;n/e;n/e;n/e;n/e;276.90;690.30;427.30;n/e;n/e;29.20;n/e;0.00;n/e;0.00;1441.70
02/11/2024 06:00:00 - 02/11/2024 07:00:00;334.00;n/e;n/e;n/e;344.10;0.00;n/e;n/e;n/e;n/e;1028.30;677.80;505.50;n/e;n/e;30.80;n/e;0.10;n/e;0.90;1442.00
02/11/2024 07:00:00 - 02/11/2024 08:00:00;332.30;n/e;n/e;n/e;330.90;0.00;n/e;n/e;n/e;n/e;1117.90;1028.80;479.50;n/e;n/e;31.00;n/e;0.10;n/e;1.10;1626.40
02/11/2024 08:00:00 - 02/11/2024 09:00:00;334.70;n/e;n/e;n/e;447.70;0.00;n/e;n/e;n/e;n/e;1335.70;687.90;544.80;n/e;n/e;30.70;n/e;138.20;n/e;0.00;1865.00
02/11/2024 09:00:00 - 02/11/2024 10:00:00;337.50;n/e;n/e;n/e;667.50;0.00;n/e;n/e;n/e;n/e;695.90;641.40;308.60;n/e;n/e;30.70;n/e;835.00;n/e;0.20;1686.60
02/11/2024 10:00:00 - 02/11/2024 11:00:00;337.50;n/e;n/e;n/e;722.60;0.00;n/e;n/e;n/e;n/e;274.10;383.70;166.00;n/e;n/e;30.60;n/e;1507.00;n/e;0.50;1231.70
02/11/2024 11:00:00 - 02/11/2024 12:00:00;334.10;n/e;n/e;n/e;754.40;0.00;n/e;n/e;n/e;n/e;361.70;301.70;181.10;n/e;n/e;30.80;n/e;1918.10;n/e;0.00;821.10
02/11/2024 12:00:00 - 02/11/2024 13:00:00;334.70;n/e;n/e;n/e;754.70;0.00;n/e;n/e;n/e;n/e;526.30;311.20;480.80;n/e;n/e;30.80;n/e;1962.20;n/e;0.00;469.70
02/11/2024 13:00:00 - 02/11/2024 14:00:00;332.30;n/e;n/e;n/e;754.90;0.00;n/e;n/e;n/e;n/e;421.20;384.50;396.30;n/e;n/e;29.20;n/e;1933.60;n/e;0.00;332.10
02/11/2024 14:00:00 - 02/11/2024 15:00:00;333.90;n/e;n/e;n/e;760.50;0.00;n/e;n/e;n/e;n/e;247.90;410.40;182.00;n/e;n/e;30.50;n/e;1781.90;n/e;0.00;335.20
02/11/2024 15:00:00 - 02/11/2024 16:00:00;332.30;n/e;n/e;n/e;719.40;0.00;n/e;n/e;n/e;n/e;276.80;424.10;167.60;n/e;n/e;30.60;n/e;1615.40;n/e;0.00;386.00
02/11/2024 16:00:00 - 02/11/2024 17:00:00;332.60;n/e;n/e;n/e;778.00;0.00;n/e;n/e;n/e;n/e;426.80;418.30;189.00;n/e;n/e;31.00;n/e;1191.30;n/e;0.00;359.20
02/11/2024 17:00:00 - 02/11/2024 18:00:00;336.70;n/e;n/e;n/e;671.00;0.00;n/e;n/e;n/e;n/e;1465.90;495.40;617.30;n/e;n/e;31.00;n/e;469.10;n/e;0.00;274.70
02/11/2024 18:00:00 - 02/11/2024 19:00:00;341.60;n/e;n/e;n/e;840.30;0.00;n/e;n/e;n/e;n/e;2607.80;1323.70;1052.90;n/e;n/e;31.10;n/e;23.10;n/e;0.00;306.00
02/11/2024 19:00:00 - 02/11/2024 20:00:00;340.30;n/e;n/e;n/e;797.90;0.00;n/e;n/e;n/e;n/e;2871.90;1818.40;1061.30;n/e;n/e;29.90;n/e;0.10;n/e;0.00;561.50
02/11/2024 20:00:00 - 02/11/2024 21:00:00;341.10;n/e;n/e;n/e;692.70;0.00;n/e;n/e;n/e;n/e;2574.90;1744.10;928.20;n/e;n/e;30.20;n/e;0.10;n/e;1.20;884.40
02/11/2024 21:00:00 - 02/11/2024 22:00:00;334.30;n/e;n/e;n/e;571.10;0.00;n/e;n/e;n/e;n/e;2443.60;1490.90;896.10;n/e;n/e;31.00;n/e;0.10;n/e;1.20;1054.20
02/11/2024 22:00:00 - 02/11/2024 23:00:00;328.90;n/e;n/e;n/e;687.60;0.00;n/e;n/e;n/e;n/e;2070.80;1042.10;742.50;n/e;n/e;30.50;n/e;0.10;n/e;0.10;1114.20
02/11/2024 23:00:00 - 03/11/2024 00:00:00;335.40;n/e;n/e;n/e;451.20;0.00;n/e;n/e;n/e;n/e;1710.70;1051.90;698.60;n/e;n/e;30.60;n/e;0.00;n/e;0.30;1150.20
03/11/2024 00:00:00 - 03/11/2024 01:00:00;340.90;n/e;n/e;n/e;351.40;0.00;n/e;n/e;n/e;n/e;815.40;992.50;646.20;n/e;n/e;31.00;n/e;0.10;n/e;0.00;1331.50
03/11/2024 01:00:00 - 03/11/2024 02:00:00;335.10;n/e;n/e;n/e;406.30;0.00;n/e;n/e;n/e;n/e;597.40;930.40;493.80;n/e;n/e;31.20;n/e;0.10;n/e;0.90;1449.80
03/11/2024 02:00:00 - 03/11/2024 03:00:00;339.30;n/e;n/e;n/e;419.30;0.00;n/e;n/e;n/e;n/e;162.10;753.70;351.80;n/e;n/e;30.50;n/e;0.00;n/e;1.30;1584.40
03/11/2024 03:00:00 - 03/11/2024 04:00:00;345.20;n/e;n/e;n/e;412.80;0.00;n/e;n/e;n/e;n/e;143.90;728.00;325.60;n/e;n/e;31.10;n/e;0.10;n/e;1.30;1723.70
03/11/2024 04:00:00 - 03/11/2024 05:00:00;348.70;n/e;n/e;n/e;407.10;0.00;n/e;n/e;n/e;n/e;139.50;605.30;310.80;n/e;n/e;31.10;n/e;0.10;n/e;2.90;1895.50
