Timestep ;Biomass (MW);Energy storage (MW);Fossil Brown coal/Lignite (MW);Fossil Coal-derived gas (MW);Fossil Gas (MW);Fossil Hard coal (MW);Fossil Oil (MW);Fossil Oil shale (MW);Fossil Peat (MW);Geothermal (MW);Hydro Pumped Storage (MW);Hydro Run-of-river and pondage (MW);Hydro Water Reservoir (MW);Marine (MW);Nuclear (MW);Other (MW);Other renewable (MW);Solar (MW);Waste (MW);Wind Offshore (MW);Wind Onshore (MW)
01/01/2024 00:00:00 - 01/01/2024 01:00:00;361.50;n/e;n/e;n/e;190.90;0.00;n/e;n/e;n/e;n/e;1455.00;777.70;124.50;n/e;n/e;31.60;n/e;0.10;n/e;1.10;350.80
01/01/2024 01:00:00 - 01/01/2024 02:00:00;364.20;n/e;n/e;n/e;192.70;0.00;n/e;n/e;n/e;n/e;1065.10;634.90;141.10;n/e;n/e;31.70;n/e;0.00;n/e;3.10;339.60
01/01/2024 02:00:00 - 01/01/2024 03:00:00;366.00;n/e;n/e;n/e;190.10;0.00;n/e;n/e;n/e;n/e;484.10;500.70;142.70;n/e;n/e;32.20;n/e;0.00;n/e;2.80;411.10
01/01/2024 03:00:00 - 01/01/2024 04:00:00;364.60;n/e;n/e;n/e;189.70;0.00;n/e;n/e;n/e;n/e;248.20;1097.00;142.30;n/e;n/e;32.10;n/e;0.00;n/e;2.10;485.00
01/01/2024 04:00:00 - 01/01/2024 05:00:00;365.20;n/e;n/e;n/e;189.90;0.00;n/e;n/e;n/e;n/e;267.40;787.90;142.60;n/e;n/e;32.20;n/e;0.00;n/e;2.80;507.90
01/01/2024 05:00:00 - 01/01/2024 06:00:00;363.80;n/e;n/e;n/e;190.20;0.00;n/e;n/e;n/e;n/e;256.50;823.50;142.60;n/e;n/e;32.20;n/e;0.00;n/e;4.90;533.40
01/01/2024 06:00:00 - 01/01/2024 07:00:00;364.20;n/e;n/e;n/e;190.20;0.00;n/e;n/e;n/e;n/e;283.50;835.00;142.50;n/e;n/e;32.20;n/e;0.00;n/e;5.70;554.70
01/01/2024 07:00:00 - 01/01/2024 08:00:00;362.30;n/e;n/e;n/e;191.00;0.00;n/e;n/e;n/e;n/e;338.60;416.30;173.30;n/e;n/e;32.80;n/e;0.00;n/e;7.30;440.80
01/01/2024 08:00:00 - 01/01/2024 09:00:00;364.00;n/e;n/e;n/e;192.40;0.00;n/e;n/e;n/e;n/e;278.60;442.40;176.30;n/e;n/e;32.60;n/e;0.80;n/e;9.80;331.20
01/01/2024 09:00:00 - 01/01/2024 10:00:00;362.50;n/e;n/e;n/e;195.20;0.00;n/e;n/e;n/e;n/e;425.40;315.30;207.20;n/e;n/e;31.80;n/e;119.10;n/e;10.10;319.10
01/01/2024 10:00:00 - 01/01/2024 11:00:00;359.40;n/e;n/e;n/e;199.00;0.00;n/e;n/e;n/e;n/e;268.10;361.60;211.30;n/e;n/e;30.80;n/e;539.40;n/e;12.60;280.90
01/01/2024 11:00:00 - 01/01/2024 12:00:00;360.90;n/e;n/e;n/e;197.30;0.00;n/e;n/e;n/e;n/e;226.10;348.20;177.00;n/e;n/e;32.50;n/e;1016.30;n/e;14.30;292.50
01/01/2024 12:00:00 - 01/01/2024 13:00:00;362.70;n/e;n/e;n/e;197.10;0.00;n/e;n/e;n/e;n/e;168.20;357.40;197.70;n/e;n/e;32.10;n/e;1246.70;n/e;18.00;391.80
01/01/2024 13:00:00 - 01/01/2024 14:00:00;363.10;n/e;n/e;n/e;195.70;0.00;n/e;n/e;n/e;n/e;49.40;385.10;148.30;n/e;n/e;32.30;n/e;1272.00;n/e;12.60;514.20
01/01/2024 14:00:00 - 01/01/2024 15:00:00;364.50;n/e;n/e;n/e;196.40;0.00;n/e;n/e;n/e;n/e;20.40;376.70;167.50;n/e;n/e;31.90;n/e;1171.60;n/e;10.80;608.80
01/01/2024 15:00:00 - 01/01/2024 16:00:00;366.70;n/e;n/e;n/e;195.90;0.00;n/e;n/e;n/e;n/e;0.30;435.00;142.50;n/e;n/e;32.70;n/e;897.30;n/e;16.00;639.40
01/01/2024 16:00:00 - 01/01/2024 17:00:00;363.10;n/e;n/e;n/e;193.50;0.00;n/e;n/e;n/e;n/e;27.30;459.50;142.40;n/e;n/e;31.80;n/e;581.90;n/e;17.90;696.70
01/01/2024 17:00:00 - 01/01/2024 18:00:00;363.90;n/e;n/e;n/e;194.30;0.00;n/e;n/e;n/e;n/e;329.90;531.50;143.90;n/e;n/e;32.20;n/e;155.20;n/e;19.60;693.50
01/01/2024 18:00:00 - 01/01/2024 19:00:00;363.60;n/e;n/e;n/e;195.00;0.00;n/e;n/e;n/e;n/e;1569.90;639.70;285.70;n/e;n/e;32.30;n/e;3.90;n/e;23.60;747.50
01/01/2024 19:00:00 - 01/01/2024 20:00:00;362.00;n/e;n/e;n/e;195.50;0.00;n/e;n/e;n/e;n/e;1758.00;843.50;435.90;n/e;n/e;32.70;n/e;0.10;n/e;22.90;1013.10
01/01/2024 20:00:00 - 01/01/2024 21:00:00;352.80;n/e;n/e;n/e;195.30;0.00;n/e;n/e;n/e;n/e;2033.60;876.80;315.90;n/e;n/e;32.70;n/e;0.00;n/e;24.80;1566.50
01/01/2024 21:00:00 - 01/01/2024 22:00:00;351.50;n/e;n/e;n/e;195.50;0.00;n/e;n/e;n/e;n/e;1640.10;810.00;314.50;n/e;n/e;32.40;n/e;0.10;n/e;24.90;2017.20
01/01/2024 22:00:00 - 01/01/2024 23:00:00;354.50;n/e;n/e;n/e;195.10;0.00;n/e;n/e;n/e;n/e;1426.10;794.20;196.50;n/e;n/e;32.80;n/e;0.10;n/e;24.40;1701.50
01/01/2024 23:00:00 - 02/01/2024 00:00:00;350.60;n/e;n/e;n/e;193.90;0.00;n/e;n/e;n/e;n/e;341.00;482.60;123.00;n/e;n/e;32.50;n/e;0.10;n/e;24.40;2027.50
02/01/2024 00:00:00 - 02/01/2024 01:00:00;350.00;n/e;n/e;n/e;193.80;0.00;n/e;n/e;n/e;n/e;214.40;475.20;138.70;n/e;n/e;32.10;n/e;0.10;n/e;25.00;2446.20
02/01/2024 01:00:00 - 02/01/2024 02:00:00;359.10;n/e;n/e;n/e;180.80;0.00;n/e;n/e;n/e;n/e;26.40;536.10;174.50;n/e;n/e;32.00;n/e;0.00;n/e;25.00;2529.00
02/01/2024 02:00:00 - 02/01/2024 03:00:00;364.20;n/e;n/e;n/e;180.80;0.00;n/e;n/e;n/e;n/e;0.00;448.00;142.70;n/e;n/e;31.20;n/e;0.00;n/e;25.00;2603.00
02/01/2024 03:00:00 - 02/01/2024 04:00:00;362.40;n/e;n/e;n/e;180.40;0.00;n/e;n/e;n/e;n/e;0.00;357.40;142.40;n/e;n/e;31.40;n/e;0.00;n/e;25.00;2889.40
02/01/2024 04:00:00 - 02/01/2024 05:00:00;365.10;n/e;n/e;n/e;180.50;0.00;n/e;n/e;n/e;n/e;0.00;241.80;142.10;n/e;n/e;31.40;n/e;0.00;n/e;25.00;3312.50
02/01/2024 05:00:00 - 02/01/2024 06:00:00;363.20;n/e;n/e;n/e;180.40;0.00;n/e;n/e;n/e;n/e;1.60;257.20;85.40;n/e;n/e;31.10;n/e;0.00;n/e;25.00;3436.20
02/01/2024 06:00:00 - 02/01/2024 07:00:00;359.80;n/e;n/e;n/e;179.90;0.00;n/e;n/e;n/e;n/e;149.80;176.20;142.30;n/e;n/e;30.10;n/e;0.00;n/e;25.00;3341.80
02/01/2024 07:00:00 - 02/01/2024 08:00:00;367.00;n/e;n/e;n/e;188.10;0.00;n/e;n/e;n/e;n/e;144.20;246.10;176.50;n/e;n/e;31.80;n/e;0.00;n/e;25.00;3537.20
02/01/2024 08:00:00 - 02/01/2024 09:00:00;366.20;n/e;n/e;n/e;218.00;0.00;n/e;n/e;n/e;n/e;707.00;667.20;188.50;n/e;n/e;31.90;n/e;0.70;n/e;24.90;3713.50
02/01/2024 09:00:00 - 02/01/2024 10:00:00;362.20;n/e;n/e;n/e;223.90;0.00;n/e;n/e;n/e;n/e;1032.90;698.60;227.90;n/e;n/e;32.00;n/e;96.10;n/e;25.00;3664.80
02/01/2024 10:00:00 - 02/01/2024 11:00:00;355.00;n/e;n/e;n/e;226.80;0.00;n/e;n/e;n/e;n/e;823.00;550.80;143.10;n/e;n/e;30.90;n/e;368.40;n/e;25.00;3688.70
02/01/2024 11:00:00 - 02/01/2024 12:00:00;357.60;n/e;n/e;n/e;223.40;0.00;n/e;n/e;n/e;n/e;430.30;300.60;130.10;n/e;n/e;30.60;n/e;686.70;n/e;25.00;3770.30
02/01/2024 12:00:00 - 02/01/2024 13:00:00;358.80;n/e;n/e;n/e;223.60;0.00;n/e;n/e;n/e;n/e;5.90;478.40;141.90;n/e;n/e;32.20;n/e;827.20;n/e;25.00;4016.70
02/01/2024 13:00:00 - 02/01/2024 14:00:00;361.40;n/e;n/e;n/e;223.50;0.00;n/e;n/e;n/e;n/e;199.80;516.60;141.90;n/e;n/e;31.50;n/e;767.20;n/e;25.00;4119.90
02/01/2024 14:00:00 - 02/01/2024 15:00:00;363.40;n/e;n/e;n/e;224.90;0.00;n/e;n/e;n/e;n/e;117.30;521.30;141.70;n/e;n/e;31.80;n/e;664.50;n/e;25.00;4205.70
02/01/2024 15:00:00 - 02/01/2024 16:00:00;361.10;n/e;n/e;n/e;223.80;0.00;n/e;n/e;n/e;n/e;126.60;600.40;141.70;n/e;n/e;30.90;n/e;486.70;n/e;25.00;4273.80
02/01/2024 16:00:00 - 02/01/2024 17:00:00;352.70;n/e;n/e;n/e;223.80;0.00;n/e;n/e;n/e;n/e;96.70;589.90;143.30;n/e;n/e;30.10;n/e;326.30;n/e;25.00;4238.80
02/01/2024 17:00:00 - 02/01/2024 18:00:00;357.00;n/e;n/e;n/e;224.60;0.00;n/e;n/e;n/e;n/e;390.10;939.10;211.90;n/e;n/e;30.10;n/e;116.70;n/e;25.00;4153.50
02/01/2024 18:00:00 - 02/01/2024 19:00:00;354.50;n/e;n/e;n/e;223.10;0.00;n/e;n/e;n/e;n/e;741.50;1047.10;232.00;n/e;n/e;30.20;n/e;4.10;n/e;22.80;3992.20
02/01/2024 19:00:00 - 02/01/2024 20:00:00;352.90;n/e;n/e;n/e;219.80;0.00;n/e;n/e;n/e;n/e;1576.10;1309.10;337.40;n/e;n/e;31.20;n/e;0.10;n/e;12.60;3781.70
02/01/2024 20:00:00 - 02/01/2024 21:00:00;356.90;n/e;n/e;n/e;217.90;0.00;n/e;n/e;n/e;n/e;882.10;1309.80;217.20;n/e;n/e;33.00;n/e;0.10;n/e;12.00;3654.10
02/01/2024 21:00:00 - 02/01/2024 22:00:00;357.50;n/e;n/e;n/e;218.90;0.00;n/e;n/e;n/e;n/e;656.30;1034.30;225.50;n/e;n/e;33.80;n/e;0.10;n/e;7.60;3677.90
02/01/2024 22:00:00 - 02/01/2024 23:00:00;359.10;n/e;n/e;n/e;218.30;0.00;n/e;n/e;n/e;n/e;643.80;866.10;219.80;n/e;n/e;33.80;n/e;0.20;n/e;4.50;3539.80
02/01/2024 23:00:00 - 03/01/2024 00:00:00;359.80;n/e;n/e;n/e;218.10;0.00;n/e;n/e;n/e;n/e;828.90;736.30;390.60;n/e;n/e;34.40;n/e;0.10;n/e;4.70;3394.10
03/01/2024 00:00:00 - 03/01/2024 01:00:00;356.80;n/e;n/e;n/e;209.70;0.00;n/e;n/e;n/e;n/e;388.10;456.40;255.50;n/e;n/e;33.90;n/e;0.10;n/e;3.40;3107.00
03/01/2024 01:00:00 - 03/01/2024 02:00:00;361.30;n/e;n/e;n/e;182.70;0.00;n/e;n/e;n/e;n/e;249.80;436.30;163.40;n/e;n/e;34.20;n/e;0.00;n/e;3.70;2845.40
03/01/2024 02:00:00 - 03/01/2024 03:00:00;359.00;n/e;n/e;n/e;177.40;0.00;n/e;n/e;n/e;n/e;168.50;380.60;163.50;n/e;n/e;33.40;n/e;0.00;n/e;4.70;2897.80
03/01/2024 03:00:00 - 03/01/2024 04:00:00;360.70;n/e;n/e;n/e;177.20;0.00;n/e;n/e;n/e;n/e;161.40;385.00;163.40;n/e;n/e;34.10;n/e;0.00;n/e;3.10;2884.80
03/01/2024 04:00:00 - 03/01/2024 05:00:00;361.80;n/e;n/e;n/e;175.20;0.00;n/e;n/e;n/e;n/e;194.20;397.10;166.70;n/e;n/e;33.00;n/e;0.00;n/e;1.00;2927.60
03/01/2024 05:00:00 - 03/01/2024 06:00:00;353.00;n/e;n/e;n/e;186.30;0.00;n/e;n/e;n/e;n/e;205.10;397.30;166.60;n/e;n/e;31.80;n/e;0.00;n/e;0.00;2751.00
03/01/2024 06:00:00 - 03/01/2024 07:00:00;355.50;n/e;n/e;n/e;170.20;0.00;n/e;n/e;n/e;n/e;446.60;479.90;166.60;n/e;n/e;31.20;n/e;0.00;n/e;0.10;2207.90
03/01/2024 07:00:00 - 03/01/2024 08:00:00;353.20;n/e;n/e;n/e;179.30;0.00;n/e;n/e;n/e;n/e;450.80;524.10;177.20;n/e;n/e;31.10;n/e;0.00;n/e;0.20;2082.00
03/01/2024 08:00:00 - 03/01/2024 09:00:00;354.40;n/e;n/e;n/e;220.60;0.00;n/e;n/e;n/e;n/e;1404.30;855.70;213.00;n/e;n/e;32.00;n/e;0.50;n/e;0.60;1929.80
03/01/2024 09:00:00 - 03/01/2024 10:00:00;363.00;n/e;n/e;n/e;245.70;0.00;n/e;n/e;n/e;n/e;1781.00;910.60;715.10;n/e;n/e;30.70;n/e;43.20;n/e;0.00;1601.00
03/01/2024 10:00:00 - 03/01/2024 11:00:00;349.40;n/e;n/e;n/e;247.80;0.00;n/e;n/e;n/e;n/e;1598.80;974.30;640.50;n/e;n/e;30.00;n/e;131.00;n/e;0.00;1118.90
03/01/2024 11:00:00 - 03/01/2024 12:00:00;339.00;n/e;n/e;n/e;249.40;0.00;n/e;n/e;n/e;n/e;1124.90;965.60;782.60;n/e;n/e;30.60;n/e;240.40;n/e;0.10;885.60
03/01/2024 12:00:00 - 03/01/2024 13:00:00;328.60;n/e;n/e;n/e;251.20;0.00;n/e;n/e;n/e;n/e;1244.60;880.90;784.10;n/e;n/e;31.10;n/e;303.70;n/e;0.70;970.90
03/01/2024 13:00:00 - 03/01/2024 14:00:00;332.80;n/e;n/e;n/e;271.00;0.00;n/e;n/e;n/e;n/e;1249.70;839.00;774.00;n/e;n/e;31.10;n/e;334.40;n/e;0.50;891.40
03/01/2024 14:00:00 - 03/01/2024 15:00:00;333.80;n/e;n/e;n/e;297.30;0.00;n/e;n/e;n/e;n/e;1252.90;850.80;781.60;n/e;n/e;30.90;n/e;296.90;n/e;0.00;779.70
03/01/2024 15:00:00 - 03/01/2024 16:00:00;336.70;n/e;n/e;n/e;487.50;0.00;n/e;n/e;n/e;n/e;1168.60;812.70;559.00;n/e;n/e;31.40;n/e;214.50;n/e;0.20;729.30
03/01/2024 16:00:00 - 03/01/2024 17:00:00;349.80;n/e;n/e;n/e;621.70;0.00;n/e;n/e;n/e;n/e;1652.00;876.30;578.10;n/e;n/e;31.00;n/e;128.70;n/e;0.50;479.60
03/01/2024 17:00:00 - 03/01/2024 18:00:00;356.30;n/e;n/e;n/e;807.10;0.00;n/e;n/e;n/e;n/e;1683.70;1371.40;589.80;n/e;n/e;33.30;n/e;31.90;n/e;0.00;363.60
03/01/2024 18:00:00 - 03/01/2024 19:00:00;353.20;n/e;n/e;n/e;1278.40;0.00;n/e;n/e;n/e;n/e;2206.90;1163.30;831.20;n/e;n/e;33.10;n/e;0.50;n/e;0.00;356.00
03/01/2024 19:00:00 - 03/01/2024 20:00:00;358.90;n/e;n/e;n/e;1425.80;0.00;n/e;n/e;n/e;n/e;2452.10;1578.30;887.60;n/e;n/e;32.70;n/e;0.10;n/e;0.00;354.90
03/01/2024 20:00:00 - 03/01/2024 21:00:00;353.30;n/e;n/e;n/e;1386.00;0.00;n/e;n/e;n/e;n/e;2128.30;1959.40;836.00;n/e;n/e;34.40;n/e;0.10;n/e;0.10;338.50
03/01/2024 21:00:00 - 03/01/2024 22:00:00;355.60;n/e;n/e;n/e;1388.80;0.00;n/e;n/e;n/e;n/e;1883.00;1928.40;819.30;n/e;n/e;33.50;n/e;0.10;n/e;4.90;397.80
03/01/2024 22:00:00 - 03/01/2024 23:00:00;369.30;n/e;n/e;n/e;1274.40;0.00;n/e;n/e;n/e;n/e;1229.20;1946.00;493.60;n/e;n/e;34.80;n/e;0.10;n/e;2.70;518.90
03/01/2024 23:00:00 - 04/01/2024 00:00:00;371.70;n/e;n/e;n/e;700.40;0.00;n/e;n/e;n/e;n/e;382.70;1503.80;507.30;n/e;n/e;33.90;n/e;0.10;n/e;6.60;791.40
04/01/2024 00:00:00 - 04/01/2024 01:00:00;369.30;n/e;n/e;n/e;534.50;0.00;n/e;n/e;n/e;n/e;323.10;1150.40;341.50;n/e;n/e;33.40;n/e;0.10;n/e;13.60;994.30
04/01/2024 01:00:00 - 04/01/2024 02:00:00;374.30;n/e;n/e;n/e;423.50;0.00;n/e;n/e;n/e;n/e;88.40;977.30;311.30;n/e;n/e;33.70;n/e;0.00;n/e;12.40;1098.60
04/01/2024 02:00:00 - 04/01/2024 03:00:00;368.70;n/e;n/e;n/e;413.50;0.00;n/e;n/e;n/e;n/e;5.10;817.40;305.70;n/e;n/e;32.50;n/e;0.00;n/e;11.20;1199.10
04/01/2024 03:00:00 - 04/01/2024 04:00:00;365.50;n/e;n/e;n/e;401.60;0.00;n/e;n/e;n/e;n/e;0.00;765.00;300.60;n/e;n/e;32.30;n/e;0.00;n/e;11.40;1307.40
04/01/2024 04:00:00 - 04/01/2024 05:00:00;361.60;n/e;n/e;n/e;402.60;0.00;n/e;n/e;n/e;n/e;0.00;1028.40;303.30;n/e;n/e;31.50;n/e;0.00;n/e;17.10;1339.20
04/01/2024 05:00:00 - 04/01/2024 06:00:00;359.60;n/e;n/e;n/e;385.20;0.00;n/e;n/e;n/e;n/e;0.20;1203.90;310.20;n/e;n/e;32.30;n/e;0.00;n/e;16.80;1289.90
04/01/2024 06:00:00 - 04/01/2024 07:00:00;358.10;n/e;n/e;n/e;459.60;0.00;n/e;n/e;n/e;n/e;385.20;1200.20;309.90;n/e;n/e;31.50;n/e;0.00;n/e;12.00;1257.70
04/01/2024 07:00:00 - 04/01/2024 08:00:00;362.50;n/e;n/e;n/e;494.30;0.00;n/e;n/e;n/e;n/e;1242.70;1550.20;639.60;n/e;n/e;31.30;n/e;0.00;n/e;14.10;1203.70
04/01/2024 08:00:00 - 04/01/2024 09:00:00;363.10;n/e;n/e;n/e;621.70;0.00;n/e;n/e;n/e;n/e;2405.70;1845.60;738.80;n/e;n/e;31.40;n/e;0.30;n/e;16.60;1061.60
04/01/2024 09:00:00 - 04/01/2024 10:00:00;361.80;n/e;n/e;n/e;895.10;0.00;n/e;n/e;n/e;n/e;2582.30;2224.30;942.80;n/e;n/e;30.90;n/e;55.10;n/e;10.20;1034.30
04/01/2024 10:00:00 - 04/01/2024 11:00:00;364.10;n/e;n/e;n/e;938.90;0.00;n/e;n/e;n/e;n/e;1631.10;1989.40;582.80;n/e;n/e;30.50;n/e;145.90;n/e;6.30;1090.40
04/01/2024 11:00:00 - 04/01/2024 12:00:00;370.50;n/e;n/e;n/e;941.60;0.00;n/e;n/e;n/e;n/e;1379.80;1688.10;555.40;n/e;n/e;32.10;n/e;324.20;n/e;7.00;1014.00
04/01/2024 12:00:00 - 04/01/2024 13:00:00;370.40;n/e;n/e;n/e;944.20;0.00;n/e;n/e;n/e;n/e;1485.10;1603.90;946.80;n/e;n/e;31.10;n/e;430.40;n/e;6.70;995.80
04/01/2024 13:00:00 - 04/01/2024 14:00:00;367.80;n/e;n/e;n/e;836.20;0.00;n/e;n/e;n/e;n/e;1085.60;1508.20;946.70;n/e;n/e;31.90;n/e;470.30;n/e;12.10;1181.40
04/01/2024 14:00:00 - 04/01/2024 15:00:00;357.90;n/e;n/e;n/e;911.50;0.00;n/e;n/e;n/e;n/e;1509.40;1677.40;809.50;n/e;n/e;32.60;n/e;569.20;n/e;5.40;1657.80
04/01/2024 15:00:00 - 04/01/2024 16:00:00;347.90;n/e;n/e;n/e;992.60;0.00;n/e;n/e;n/e;n/e;2418.40;1842.10;1074.70;n/e;n/e;33.20;n/e;577.70;n/e;9.70;1976.90
04/01/2024 16:00:00 - 04/01/2024 17:00:00;364.70;n/e;n/e;n/e;1053.10;0.00;n/e;n/e;n/e;n/e;2326.10;1827.80;1140.80;n/e;n/e;32.60;n/e;502.20;n/e;11.20;2181.30
04/01/2024 17:00:00 - 04/01/2024 18:00:00;365.40;n/e;n/e;n/e;1171.60;0.00;n/e;n/e;n/e;n/e;2151.30;1829.90;1099.90;n/e;n/e;31.40;n/e;214.40;n/e;10.40;2559.50
04/01/2024 18:00:00 - 04/01/2024 19:00:00;366.10;n/e;n/e;n/e;1201.60;0.00;n/e;n/e;n/e;n/e;1946.40;2213.50;682.30;n/e;n/e;32.30;n/e;9.40;n/e;9.90;2723.40
04/01/2024 19:00:00 - 04/01/2024 20:00:00;367.90;n/e;n/e;n/e;1265.60;0.00;n/e;n/e;n/e;n/e;2106.50;2308.20;681.20;n/e;n/e;33.20;n/e;0.10;n/e;8.30;2722.40
04/01/2024 20:00:00 - 04/01/2024 21:00:00;364.20;n/e;n/e;n/e;1306.60;0.00;n/e;n/e;n/e;n/e;1910.70;2236.60;728.90;n/e;n/e;32.00;n/e;0.10;n/e;1.90;2841.40
04/01/2024 21:00:00 - 04/01/2024 22:00:00;367.00;n/e;n/e;n/e;1276.20;0.00;n/e;n/e;n/e;n/e;2247.20;2122.30;716.50;n/e;n/e;32.40;n/e;0.10;n/e;13.40;2907.50
04/01/2024 22:00:00 - 04/01/2024 23:00:00;361.90;n/e;n/e;n/e;967.50;0.00;n/e;n/e;n/e;n/e;1724.70;1723.80;774.40;n/e;n/e;32.30;n/e;0.10;n/e;3.60;3084.30
04/01/2024 23:00:00 - 05/01/2024 00:00:00;366.20;n/e;n/e;n/e;767.90;0.00;n/e;n/e;n/e;n/e;421.90;1679.20;551.50;n/e;n/e;32.70;n/e;0.10;n/e;7.20;3199.60
05/01/2024 00:00:00 - 05/01/2024 01:00:00;358.90;n/e;n/e;n/e;604.90;0.00;n/e;n/e;n/e;n/e;466.60;1739.20;468.60;n/e;n/e;32.90;n/e;0.10;n/e;0.50;2870.90
05/01/2024 01:00:00 - 05/01/2024 02:00:00;362.80;n/e;n/e;n/e;236.80;0.00;n/e;n/e;n/e;n/e;271.40;1735.70;396.40;n/e;n/e;31.50;n/e;0.00;n/e;0.20;2605.00
05/01/2024 02:00:00 - 05/01/2024 03:00:00;361.90;n/e;n/e;n/e;206.50;0.00;n/e;n/e;n/e;n/e;178.70;1672.50;238.00;n/e;n/e;32.10;n/e;0.00;n/e;5.50;2119.10
05/01/2024 03:00:00 - 05/01/2024 04:00:00;362.30;n/e;n/e;n/e;205.90;0.00;n/e;n/e;n/e;n/e;115.70;1180.90;203.00;n/e;n/e;32.70;n/e;0.00;n/e;6.70;2174.60
05/01/2024 04:00:00 - 05/01/2024 05:00:00;363.70;n/e;n/e;n/e;213.60;0.00;n/e;n/e;n/e;n/e;73.10;1110.90;208.20;n/e;n/e;32.70;n/e;0.00;n/e;1.40;2046.90
05/01/2024 05:00:00 - 05/01/2024 06:00:00;365.00;n/e;n/e;n/e;218.50;0.00;n/e;n/e;n/e;n/e;217.30;1169.40;189.10;n/e;n/e;32.30;n/e;0.00;n/e;6.20;2143.20
05/01/2024 06:00:00 - 05/01/2024 07:00:00;360.20;n/e;n/e;n/e;219.60;0.00;n/e;n/e;n/e;n/e;696.10;1242.40;280.10;n/e;n/e;31.80;n/e;0.00;n/e;9.60;2327.40
05/01/2024 07:00:00 - 05/01/2024 08:00:00;362.80;n/e;n/e;n/e;217.70;0.00;n/e;n/e;n/e;n/e;2185.10;1668.30;658.60;n/e;n/e;32.20;n/e;0.10;n/e;8.60;2654.60
05/01/2024 08:00:00 - 05/01/2024 09:00:00;365.50;n/e;n/e;n/e;261.30;0.00;n/e;n/e;n/e;n/e;2788.40;2040.80;737.00;n/e;n/e;32.30;n/e;1.90;n/e;0.90;2891.40
05/01/2024 09:00:00 - 05/01/2024 10:00:00;373.00;n/e;n/e;n/e;304.60;0.00;n/e;n/e;n/e;n/e;2546.30;1991.10;781.90;n/e;n/e;32.30;n/e;193.10;n/e;0.50;2873.00
05/01/2024 10:00:00 - 05/01/2024 11:00:00;363.00;n/e;n/e;n/e;341.70;0.00;n/e;n/e;n/e;n/e;1017.30;1512.40;466.00;n/e;n/e;32.80;n/e;799.40;n/e;2.70;2640.50
05/01/2024 11:00:00 - 05/01/2024 12:00:00;358.10;n/e;n/e;n/e;327.70;0.00;n/e;n/e;n/e;n/e;122.00;882.60;211.80;n/e;n/e;33.30;n/e;1241.20;n/e;5.60;2533.00
05/01/2024 12:00:00 - 05/01/2024 13:00:00;360.70;n/e;n/e;n/e;324.20;0.00;n/e;n/e;n/e;n/e;94.80;729.40;175.90;n/e;n/e;32.60;n/e;1369.30;n/e;10.80;2882.70
05/01/2024 13:00:00 - 05/01/2024 14:00:00;356.70;n/e;n/e;n/e;325.60;0.00;n/e;n/e;n/e;n/e;49.70;678.60;177.30;n/e;n/e;32.70;n/e;1319.50;n/e;4.50;2987.00
05/01/2024 14:00:00 - 05/01/2024 15:00:00;357.70;n/e;n/e;n/e;325.90;0.00;n/e;n/e;n/e;n/e;66.70;585.00;188.80;n/e;n/e;31.70;n/e;1270.60;n/e;5.40;3117.00
05/01/2024 15:00:00 - 05/01/2024 16:00:00;364.70;n/e;n/e;n/e;327.60;0.00;n/e;n/e;n/e;n/e;121.20;535.80;187.40;n/e;n/e;30.90;n/e;1037.40;n/e;20.00;3025.90
05/01/2024 16:00:00 - 05/01/2024 17:00:00;346.20;n/e;n/e;n/e;327.00;0.00;n/e;n/e;n/e;n/e;189.70;587.50;201.30;n/e;n/e;30.20;n/e;677.60;n/e;17.00;2931.90
05/01/2024 17:00:00 - 05/01/2024 18:00:00;339.60;n/e;n/e;n/e;331.10;0.00;n/e;n/e;n/e;n/e;690.60;626.90;400.30;n/e;n/e;29.90;n/e;284.70;n/e;18.50;2729.70
05/01/2024 18:00:00 - 05/01/2024 19:00:00;358.60;n/e;n/e;n/e;331.60;0.00;n/e;n/e;n/e;n/e;1213.80;1384.10;491.20;n/e;n/e;31.60;n/e;9.20;n/e;14.60;2669.40
05/01/2024 19:00:00 - 05/01/2024 20:00:00;363.80;n/e;n/e;n/e;327.60;0.00;n/e;n/e;n/e;n/e;1602.80;1667.90;495.90;n/e;n/e;32.50;n/e;0.10;n/e;14.70;2794.20
05/01/2024 20:00:00 - 05/01/2024 21:00:00;368.90;n/e;n/e;n/e;336.80;0.00;n/e;n/e;n/e;n/e;1752.60;1110.00;522.40;n/e;n/e;32.00;n/e;0.10;n/e;9.30;2630.40
05/01/2024 21:00:00 - 05/01/2024 22:00:00;368.80;n/e;n/e;n/e;335.20;0.00;n/e;n/e;n/e;n/e;1930.80;1212.30;468.50;n/e;n/e;33.50;n/e;0.20;n/e;10.40;2368.00
05/01/2024 22:00:00 - 05/01/2024 23:00:00;364.70;n/e;n/e;n/e;302.30;0.00;n/e;n/e;n/e;n/e;1332.50;1348.80;404.40;n/e;n/e;34.10;n/e;0.20;n/e;3.90;2080.50
05/01/2024 23:00:00 - 06/01/2024 00:00:00;363.50;n/e;n/e;n/e;293.40;0.00;n/e;n/e;n/e;n/e;857.90;984.70;443.80;n/e;n/e;32.10;n/e;0.10;n/e;3.50;1808.10
